Date,Open,High,Low,Close,Date_add,Symbol,week_of_year,week_day,avg_daily_price,Year,Month,Week
2015-08-31 00:00:00-04:00,16.99005428386455,17.083108632877952,16.803947064886437,16.951282501220703,2015-08-31,ALLY,36,Monday,16.95709812071241,2015,8,36
2015-09-01 00:00:00-04:00,16.734149903844447,16.79618561841007,16.098283459784767,16.222354888916016,2015-09-01,ALLY,36,Tuesday,16.462743467738825,2015,9,36
2015-09-02 00:00:00-04:00,16.400699419744036,16.400699419744036,15.912943610465472,16.346418380737305,2015-09-02,ALLY,36,Wednesday,16.265190207672713,2015,9,36
2015-09-03 00:00:00-04:00,16.431730270385742,16.610082811447043,16.276640203955093,16.431730270385742,2015-09-03,ALLY,36,Thursday,16.437545889043406,2015,9,36
2015-09-04 00:00:00-04:00,16.261130857542792,16.32316658813765,15.873407171562816,15.958706855773926,2015-09-04,ALLY,36,Friday,16.104102868254294,2015,9,36
2015-09-08 00:00:00-04:00,16.222355074269657,16.385198272222,15.98972151175256,16.253372192382812,2015-09-08,ALLY,37,Tuesday,16.212661762656758,2015,9,37
2015-09-09 00:00:00-04:00,16.439483341905326,16.610081215347115,16.26888398941519,16.30765724182129,2015-09-09,ALLY,37,Wednesday,16.40652644712223,2015,9,37
2015-09-10 00:00:00-04:00,16.28439012641609,16.415441179704057,16.162645243516785,16.292144775390625,2015-09-10,ALLY,37,Thursday,16.28865533125689,2015,9,37
2015-09-11 00:00:00-04:00,16.237865282281057,16.33091812088024,16.082775245884818,16.183584213256836,2015-09-11,ALLY,37,Friday,16.208785715575736,2015,9,37
2015-09-14 00:00:00-04:00,16.175828303295283,16.2456186663315,16.075019343777157,16.168073654174805,2015-09-14,ALLY,38,Monday,16.166134991894687,2015,9,38
2015-09-15 00:00:00-04:00,16.23011493762171,16.377450363374287,16.15256989885464,16.32316780090332,2015-09-15,ALLY,38,Tuesday,16.27082575018849,2015,9,38
2015-09-16 00:00:00-04:00,16.548045642993152,16.65660779263365,16.462745965962267,16.594572067260742,2015-09-16,ALLY,38,Wednesday,16.565492867212452,2015,9,38
2015-09-17 00:00:00-04:00,16.579059569035433,16.86209908295663,16.486006738444637,16.625587463378906,2015-09-17,ALLY,38,Thursday,16.6381882134539,2015,9,38
2015-09-18 00:00:00-04:00,16.470489749623376,16.532525434066407,16.276628050857965,16.346418380737305,2015-09-18,ALLY,38,Friday,16.406515403821263,2015,9,38
2015-09-21 00:00:00-04:00,16.439479528275942,16.710884836916303,16.40070628486446,16.56355094909668,2015-09-21,ALLY,39,Monday,16.528655399788345,2015,9,39
2015-09-22 00:00:00-04:00,16.36969266234644,16.37744731268352,16.04400474343077,16.175830841064453,2015-09-22,ALLY,39,Tuesday,16.241743889881295,2015,9,39
2015-09-23 00:00:00-04:00,16.16032552478309,16.245625220473606,16.0517633513942,16.206851959228516,2015-09-23,ALLY,39,Wednesday,16.166141513969855,2015,9,39
2015-09-24 00:00:00-04:00,16.121545160205756,16.168071569882628,15.873400857484018,16.11379051208496,2015-09-24,ALLY,39,Thursday,16.06920202491434,2015,9,39
2015-09-25 00:00:00-04:00,16.29989762984034,16.354178687638008,16.03624550992491,16.11379051208496,2015-09-25,ALLY,39,Friday,16.201028084872057,2015,9,39
2015-09-28 00:00:00-04:00,16.01298869655271,16.129305512067667,15.501193525048064,15.547719955444336,2015-09-28,ALLY,40,Monday,15.797801922278195,2015,9,40
2015-09-29 00:00:00-04:00,15.563221572299755,15.695047625857336,15.330588056161824,15.454659461975098,2015-09-29,ALLY,40,Tuesday,15.510879179073504,2015,9,40
2015-09-30 00:00:00-04:00,15.570986666233834,15.811374991386653,15.415896565397217,15.803620338439941,2015-09-30,ALLY,40,Wednesday,15.650469640364411,2015,9,40
2015-10-01 00:00:00-04:00,15.826876811457343,16.09052897074766,15.695050731812184,15.7415771484375,2015-10-01,ALLY,40,Thursday,15.83850841561367,2015,10,40
2015-10-02 00:00:00-04:00,15.400382190236247,15.741577900520642,15.183256437197658,15.733824729919434,2015-10-02,ALLY,40,Friday,15.514760314468495,2015,10,40
2015-10-05 00:00:00-04:00,15.826874600374861,16.044000312706466,15.788102838445033,15.865646362304688,2015-10-05,ALLY,41,Monday,15.881156028457761,2015,10,41
2015-10-06 00:00:00-04:00,15.881158835976041,16.113793891241112,15.80361381755435,15.997475624084473,2015-10-06,ALLY,41,Tuesday,15.949010542213994,2015,10,41
2015-10-07 00:00:00-04:00,16.044004782695655,16.17583088065196,15.89666938402724,16.129302978515625,2015-10-07,ALLY,41,Wednesday,16.06145200647262,2015,10,41
2015-10-08 00:00:00-04:00,16.113794795058453,16.361937684687547,16.02849512210534,16.299901962280273,2015-10-08,ALLY,41,Thursday,16.201032391032903,2015,10,41
2015-10-09 00:00:00-04:00,16.299900700388985,16.447234605294913,15.90442244601629,16.028493881225586,2015-10-09,ALLY,41,Friday,16.170012908231442,2015,10,41
2015-10-12 00:00:00-04:00,16.05175654794336,16.08277366474431,15.815244931262875,15.896666526794434,2015-10-12,ALLY,42,Monday,15.961610417686243,2015,10,42
2015-10-13 00:00:00-04:00,15.81912311704833,16.0517581723134,15.695051679192908,15.997475624084473,2015-10-13,ALLY,42,Tuesday,15.890852148159777,2015,10,42
2015-10-14 00:00:00-04:00,15.989724324821177,16.206848626956265,15.888915345359846,15.927688598632812,2015-10-14,ALLY,42,Wednesday,16.003294223942525,2015,10,42
2015-10-15 00:00:00-04:00,15.997476539164214,16.044004440307617,15.803614721544903,16.044004440307617,2015-10-15,ALLY,42,Thursday,15.972275035331087,2015,10,42
2015-10-16 00:00:00-04:00,16.09052831370656,16.175827973243276,15.846262048063824,15.896666526794434,2015-10-16,ALLY,42,Friday,16.002321215452024,2015,10,42
2015-10-19 00:00:00-04:00,15.834632217265234,16.01298472205683,15.687296832023042,15.733824729919434,2015-10-19,ALLY,43,Monday,15.817184625316136,2015,10,43
2015-10-20 00:00:00-04:00,15.726069328927807,15.88891252664047,15.656278964465773,15.7415771484375,2015-10-20,ALLY,43,Tuesday,15.753209492117886,2015,10,43
2015-10-21 00:00:00-04:00,15.795861136385986,15.912177928099197,15.586490023873253,15.671788215637207,2015-10-21,ALLY,43,Wednesday,15.741579325998911,2015,10,43
2015-10-22 00:00:00-04:00,15.733820864578874,15.927682621043093,15.400378406812768,15.454659461975098,2015-10-22,ALLY,43,Thursday,15.629135338602458,2015,10,43
2015-10-23 00:00:00-04:00,15.586487937592931,15.687295415838246,15.280185959810233,15.501188278198242,2015-10-23,ALLY,43,Friday,15.513789397859913,2015,10,43
2015-10-26 00:00:00-04:00,15.501189238850513,15.803613171376576,15.4313988730294,15.757086753845215,2015-10-26,ALLY,44,Monday,15.623322009275427,2015,10,44
2015-10-27 00:00:00-04:00,15.695049235181926,15.73382247787916,15.346098925194681,15.46241569519043,2015-10-27,ALLY,44,Tuesday,15.559346583361549,2015,10,44
2015-10-28 00:00:00-04:00,15.462417756373187,16.075020282171312,15.400382038836058,16.0517578125,2015-10-28,ALLY,44,Wednesday,15.74739447247014,2015,10,44
2015-10-29 00:00:00-04:00,15.981964814140165,16.307652647351322,15.02041061109959,15.392624855041504,2015-10-29,ALLY,44,Thursday,15.675663231908146,2015,10,44
2015-10-30 00:00:00-04:00,15.42364404910479,15.57873407785225,15.121220120000189,15.446907997131348,2015-10-30,ALLY,44,Friday,15.392626561022144,2015,10,44
2015-11-02 00:00:00-05:00,15.43139773045272,15.57873310061581,15.27630919048192,15.470170974731445,2015-11-02,ALLY,45,Monday,15.439152749070473,2015,11,45
2015-11-03 00:00:00-05:00,15.400389072267528,15.795867506826687,15.38487976603803,15.702813148498535,2015-11-03,ALLY,45,Tuesday,15.570987373407695,2015,11,45
2015-11-04 00:00:00-05:00,15.741584593915057,16.028500836748155,15.664041022545566,15.803620338439941,2015-11-04,ALLY,45,Wednesday,15.80943669791218,2015,11,45
2015-11-05 00:00:00-05:00,15.772596866644356,15.881159006169224,15.268556460074043,15.42364501953125,2015-11-05,ALLY,45,Thursday,15.586489338104718,2015,11,45
2015-11-06 00:00:00-05:00,15.508942760468615,15.617504886496524,15.439152399722664,15.586487770080566,2015-11-06,ALLY,45,Friday,15.538021954192093,2015,11,45
2015-11-09 00:00:00-05:00,15.555470631638833,15.633015648514133,15.191010975087554,15.353854179382324,2015-11-09,ALLY,46,Monday,15.433337858655712,2015,11,46
2015-11-10 00:00:00-05:00,15.299568213014945,15.454658197112348,15.152234355074887,15.439148902893066,2015-11-10,ALLY,46,Tuesday,15.336402417023812,2015,11,46
2015-11-11 00:00:00-05:00,15.462417794627015,15.64852494769883,15.307327760876415,15.353854179382324,2015-11-11,ALLY,46,Wednesday,15.443031170646147,2015,11,46
2015-11-12 00:00:00-05:00,15.63301451057876,15.97808825755516,15.46241666910955,15.718314170837402,2015-11-12,ALLY,46,Thursday,15.697958402020218,2015,11,46
2015-11-13 00:00:00-05:00,15.64852524866401,15.85014170479817,15.508944511413574,15.508944511413574,2015-11-13,ALLY,46,Friday,15.629138994072331,2015,11,46
2015-11-16 00:00:00-05:00,15.485679137145128,15.733823468893167,15.415888774942253,15.718314170837402,2015-11-16,ALLY,47,Monday,15.588426387954488,2015,11,47
2015-11-17 00:00:00-05:00,15.726066485242606,16.03624500506983,15.167743670505757,15.191007614135742,2015-11-17,ALLY,47,Tuesday,15.530265693738484,2015,11,47
2015-11-18 00:00:00-05:00,15.229779374471201,15.532204725469612,14.811038742466414,15.191007614135742,2015-11-18,ALLY,47,Wednesday,15.191007614135742,2015,11,47
2015-11-19 00:00:00-05:00,15.19876430240809,15.439152502664715,14.834303198516253,15.012657165527344,2015-11-19,ALLY,47,Thursday,15.1212192922791,2015,11,47
2015-11-20 00:00:00-05:00,15.059181648828208,15.58648587522731,15.059181648828208,15.56322193145752,2015-11-20,ALLY,47,Friday,15.317017776085311,2015,11,47
2015-11-23 00:00:00-05:00,15.524453150878635,15.594243516536734,15.35385382191522,15.408136367797852,2015-11-23,ALLY,48,Monday,15.47017171428211,2015,11,48
2015-11-24 00:00:00-05:00,15.353854179382324,15.501189563540578,15.276310641555202,15.353854179382324,2015-11-24,ALLY,48,Tuesday,15.371302140965106,2015,11,48
2015-11-25 00:00:00-05:00,15.36936218873754,15.57097862407397,15.307326476253104,15.524452209472656,2015-11-25,ALLY,48,Wednesday,15.443029874634318,2015,11,48
2015-11-27 00:00:00-05:00,15.477928318734644,15.477928318734644,15.253049357463247,15.322839736938477,2015-11-27,ALLY,48,Friday,15.382936432967753,2015,11,48
2015-11-30 00:00:00-05:00,15.299572800738813,15.547715666464516,15.27631033148212,15.477925300598145,2015-11-30,ALLY,49,Monday,15.400381024820899,2015,11,49
2015-12-01 00:00:00-05:00,15.570983390404292,15.77259988745621,15.400385498613518,15.64077377319336,2015-12-01,ALLY,49,Tuesday,15.596185637416845,2015,12,49
2015-12-02 00:00:00-05:00,15.617505034846713,15.664032928484675,15.303449887554768,15.384871482849121,2015-12-02,ALLY,49,Wednesday,15.49246483343382,2015,12,49
2015-12-03 00:00:00-05:00,15.47792274867012,15.555467751186178,15.291815630060318,15.49343204498291,2015-12-03,ALLY,49,Thursday,15.454659543724881,2015,12,49
2015-12-04 00:00:00-05:00,15.4856786511128,15.50118794868179,15.29181686864447,15.369361877441406,2015-12-04,ALLY,49,Friday,15.412011336470115,2015,12,49
2015-12-07 00:00:00-05:00,15.29956893733634,15.415885691392278,15.214270773187465,15.26855182647705,2015-12-07,ALLY,50,Monday,15.299569307098285,2015,12,50
2015-12-08 00:00:00-05:00,15.113465307213014,15.570979260117278,14.958376759190894,15.253046035766602,2015-12-08,ALLY,50,Tuesday,15.223966840571947,2015,12,50
2015-12-09 00:00:00-05:00,15.237533236569988,15.485676039635395,15.2065161257107,15.26855182647705,2015-12-09,ALLY,50,Wednesday,15.299569307098283,2015,12,50
