Symbol,Date,Open,High,Low,Close,Volume,Year,Month,Week,Weekday,avg_daily_price,Previous_Close,Daily_Gain_Loss_Pct,Open_vs_PrevClose_Pct,Low_vs_PrevClose_Pct,Close_vs_PrevClose_Pct,mx_percent_decline
AAPL,2005-01-03 05:00:00+00:00,0.9696085728271698,0.9745480307346028,0.9369786142106038,0.9473068714141846,691992000,2005,1,1,Monday,0.9571,,,,,,
AAPL,2005-01-04 05:00:00+00:00,0.95479050974051,0.9799362495651138,0.9425169010906148,0.957036018371582,1096810400,2005,1,1,Tuesday,0.9586,0.9473068714141846,1.03,0.79,-0.51,1.03,0.51
AAPL,2005-01-05 05:00:00+00:00,0.964817944418206,0.9766432025813446,0.9586815440060888,0.9654172658920288,680433600,2005,1,1,Wednesday,0.9664,0.957036018371582,0.88,0.81,0.17,0.88,-0.17
AAPL,2005-01-06 05:00:00+00:00,0.9679616654687124,0.9715540987028264,0.947905370415418,0.9661661982536316,705555200,2005,1,1,Thursday,0.9634,0.9654172658920288,0.08,0.26,-1.81,0.08,1.81
AAPL,2005-01-07 05:00:00+00:00,0.972900978036098,1.0422017655378832,0.9691592644887974,1.0365138053894043,2227450400,2005,1,1,Friday,1.0052,0.9661661982536316,7.28,0.7,0.31,7.28,-0.31
AAPL,2005-01-10 05:00:00+00:00,1.0451949401523335,1.0582171460114331,1.016008236567147,1.0321736335754397,1725309600,2005,1,2,Monday,1.0379,1.0365138053894043,-0.42,0.84,-1.98,-0.42,1.98
AAPL,2005-01-11 05:00:00+00:00,1.0215464778098962,1.0350170292579342,0.9600290643760552,0.9663154482841492,2611627200,2005,1,2,Tuesday,0.9957,1.0321736335754397,-6.38,-1.03,-6.99,-6.38,6.99
AAPL,2005-01-12 05:00:00+00:00,0.9796367137549544,0.9863723377908736,0.9474559984381729,0.9797866940498352,1919702400,2005,1,2,Wednesday,0.9733,0.9663154482841492,1.39,1.38,-1.95,1.39,1.95
AAPL,2005-01-13 05:00:00+00:00,1.1032695290549703,1.1138969429664578,1.0436984970761625,1.044746160507202,3164716800,2005,1,2,Thursday,1.0764,0.9797866940498352,6.63,12.6,6.52,6.63,-6.52
AAPL,2005-01-14 05:00:00+00:00,1.0514819500063155,1.07348449893207,1.0356166055327152,1.05073344707489,1770742400,2005,1,2,Friday,1.0528,1.044746160507202,0.57,0.64,-0.87,0.57,0.87
AAPL,2005-01-18 05:00:00+00:00,1.0454944461697686,1.0582173938749442,1.0140622275548188,1.0574688911437988,1006460000,2005,1,3,Tuesday,1.0438,1.05073344707489,0.64,-0.5,-3.49,0.64,3.49
AAPL,2005-01-19 05:00:00+00:00,1.0550737910833765,1.0695921018931969,1.0439979323483806,1.0459433794021606,751895200,2005,1,3,Wednesday,1.0537,1.0574688911437988,-1.09,-0.23,-1.27,-1.09,1.27
AAPL,2005-01-20 05:00:00+00:00,1.042501642077374,1.0667497027867952,1.0398076906660705,1.0546252727508545,914922400,2005,1,3,Thursday,1.0509,1.0459433794021606,0.83,-0.33,-0.59,0.83,0.59
AAPL,2005-01-21 05:00:00+00:00,1.067348404810607,1.0716885440178765,1.0477405399671944,1.055074691772461,911332800,2005,1,3,Friday,1.0605,1.0546252727508545,0.04,1.21,-0.65,0.04,0.65
AAPL,2005-01-24 05:00:00+00:00,1.0624085634329954,1.0743829108957794,1.0559720981240166,1.059115290641785,841629600,2005,1,4,Monday,1.063,1.055074691772461,0.38,0.7,0.09,0.38,-0.09
AAPL,2005-01-25 05:00:00+00:00,1.0682449691070242,1.090247501376738,1.0618093076049069,1.0784231424331665,969231200,2005,1,4,Tuesday,1.0747,1.059115290641785,1.82,0.86,0.25,1.82,-0.25
AAPL,2005-01-26 05:00:00+00:00,1.0875538434552088,1.0889007683755705,1.0660005467232607,1.081417441368103,739496800,2005,1,4,Wednesday,1.081,1.0784231424331665,0.28,0.85,-1.15,0.28,1.15
AAPL,2005-01-27 05:00:00+00:00,1.080070033148899,1.0914459575735416,1.0709404166468777,1.0872550010681152,496227200,2005,1,4,Thursday,1.0824,1.081417441368103,0.54,-0.12,-0.97,0.54,0.97
AAPL,2005-01-28 05:00:00+00:00,1.0869558061668327,1.1073113679885864,1.0842610558415258,1.1073113679885864,801612000,2005,1,4,Friday,1.0965,1.0872550010681152,1.84,-0.03,-0.28,1.84,0.28
AAPL,2005-01-31 05:00:00+00:00,1.1162924745698533,1.165835447087393,1.1152447105204026,1.1510170698165894,1681097600,2005,1,5,Monday,1.1371,1.1073113679885864,3.95,0.81,0.72,3.95,-0.72
AAPL,2005-02-01 05:00:00+00:00,1.1532624762982118,1.1640390773158595,1.1462274897309852,1.1604466438293457,678395200,2005,2,5,Tuesday,1.156,1.1510170698165894,0.82,0.2,-0.42,0.82,0.42
AAPL,2005-02-02 05:00:00+00:00,1.1667328449905965,1.196069631665096,1.1628411509033685,1.1918786764144895,1020062400,2005,2,5,Wednesday,1.1794,1.1604466438293457,2.71,0.54,0.21,2.71,-0.21
AAPL,2005-02-03 05:00:00+00:00,1.183946036939406,1.1888854949426757,1.1574532798182164,1.1646374464035034,731651200,2005,2,5,Thursday,1.1737,1.1918786764144895,-2.29,-0.67,-2.89,-2.29,2.89
AAPL,2005-02-04 05:00:00+00:00,1.1655361104604616,1.181401451392265,1.1604466713600623,1.1800544261932373,563556000,2005,2,5,Friday,1.1719,1.1646374464035034,1.32,0.08,-0.36,1.32,0.36
AAPL,2005-02-07 05:00:00+00:00,1.181401376211064,1.1876878597808065,1.1599981553561085,1.181551456451416,524456800,2005,2,6,Monday,1.1777,1.1800544261932373,0.13,0.11,-1.7,0.13,1.7
AAPL,2005-02-08 05:00:00+00:00,1.1834967882365297,1.2180721946862614,1.179305732986616,1.2108880281448364,890019200,2005,2,6,Tuesday,1.1979,1.181551456451416,2.48,0.16,-0.19,2.48,0.19
AAPL,2005-02-09 05:00:00+00:00,1.2129836262784537,1.227202780415794,1.1689785391740444,1.1785573959350586,1191456000,2005,2,6,Wednesday,1.1969,1.2108880281448364,-2.67,0.17,-3.46,-2.67,3.46
AAPL,2005-02-10 05:00:00+00:00,1.1782581789462774,1.1866400903870569,1.1474252828391978,1.1728702783584597,1093019200,2005,2,6,Thursday,1.1713,1.1785573959350586,-0.48,-0.03,-2.64,-0.48,2.64
AAPL,2005-02-11 05:00:00+00:00,1.1953214104166618,1.2237604202956236,1.181551596690145,1.2155284881591797,1201054400,2005,2,6,Friday,1.204,1.1728702783584597,3.64,1.91,0.74,3.64,-0.74
AAPL,2005-02-14 05:00:00+00:00,1.2382785476055536,1.2691122421650671,1.2281011692037644,1.266717553138733,1271463200,2005,2,7,Monday,1.2506,1.2155284881591797,4.21,1.87,1.03,4.21,-1.03
AAPL,2005-02-15 05:00:00+00:00,1.297101743479388,1.3333233311314163,1.28722282890447,1.32329523563385,2312217600,2005,2,7,Tuesday,1.3102,1.266717553138733,4.47,2.4,1.62,4.47,-1.62
AAPL,2005-02-16 05:00:00+00:00,1.3194038419154297,1.3500874569994554,1.3074293972846327,1.3490397930145264,1639243200,2005,2,7,Wednesday,1.3315,1.32329523563385,1.95,-0.29,-1.2,1.95,1.2
AAPL,2005-02-17 05:00:00+00:00,1.3568227901333656,1.360265242129905,1.3089260246468597,1.3143147230148315,1518473600,2005,2,7,Thursday,1.3351,1.3490397930145264,-2.57,0.58,-2.97,-2.57,2.97
AAPL,2005-02-18 05:00:00+00:00,1.3132671708194492,1.3150633371477636,1.2909653717643503,1.2993472814559937,1163254400,2005,2,7,Friday,1.3047,1.3143147230148315,-1.14,-0.08,-1.78,-1.14,1.78
AAPL,2005-02-22 05:00:00+00:00,1.2917133837681698,1.321649396476606,1.2765965461730957,1.2765965461730957,1219293600,2005,2,8,Tuesday,1.2916,1.2993472814559937,-1.75,-0.59,-1.75,-1.75,1.75
AAPL,2005-02-23 05:00:00+00:00,1.297999601259044,1.323893835763542,1.2804880767380704,1.320601463317871,1345181600,2005,2,8,Wednesday,1.3057,1.2765965461730957,3.45,1.68,0.3,3.45,-0.3
AAPL,2005-02-24 05:00:00+00:00,1.324343380681554,1.336766168297912,1.313117438079302,1.3310790061950684,1519028000,2005,2,8,Thursday,1.3263,1.320601463317871,0.79,0.28,-0.57,0.79,0.57
