Date_add,Weekday,Symbol,Strategy,Buy_Price,Buy_Level,Shares Purchased,Dollars Invested,Cumulative Shares,Cumulative Invested,Cumulative Value,Close
2024-01-08,Monday,TQQQ,DCA_Monthly,46.66,DCA,2.14296,100.0,887.53665,10200.0,42423.69,47.8
2024-02-05,Monday,TQQQ,DCA_Monthly,55.68,DCA,1.79613,100.0,889.33278,10300.0,49659.86,55.84
2024-03-04,Monday,TQQQ,DCA_Monthly,61.54,DCA,1.62493,100.0,890.95772,10400.0,54494.16,61.16
2024-04-01,Monday,TQQQ,DCA_Monthly,61.0,DCA,1.63926,100.0,892.59698,10500.0,54404.94,60.95
2024-05-06,Monday,TQQQ,DCA_Monthly,57.0,DCA,1.75437,100.0,894.35135,10600.0,51537.22,57.63
2024-06-03,Monday,TQQQ,DCA_Monthly,61.99,DCA,1.61318,100.0,895.96453,10700.0,55668.19,62.13
2024-07-01,Monday,TQQQ,DCA_Monthly,73.32,DCA,1.36389,100.0,897.32842,10800.0,66505.24,74.11
2024-08-05,Monday,TQQQ,DCA_Monthly,51.35,DCA,1.94739,100.0,899.27581,10900.0,47630.95,52.97
2024-09-09,Monday,TQQQ,DCA_Monthly,57.91,DCA,1.72675,100.0,901.00256,11000.0,52608.57,58.39
2024-10-07,Monday,TQQQ,DCA_Monthly,69.69,DCA,1.43496,100.0,902.43752,11100.0,62243.24,68.97
2024-11-04,Monday,TQQQ,DCA_Monthly,69.91,DCA,1.43043,100.0,903.86796,11200.0,62942.04,69.64
2024-12-02,Monday,TQQQ,DCA_Monthly,80.81,DCA,1.2374,100.0,905.10536,11300.0,73979.88,81.74
2025-01-06,Monday,TQQQ,DCA_Monthly,84.78,DCA,1.17957,100.0,906.28492,11400.0,76782.45,84.72
2025-02-03,Monday,TQQQ,DCA_Monthly,79.19,DCA,1.2628,100.0,907.54772,11500.0,72837.88,80.26
2025-03-03,Monday,TQQQ,DCA_Monthly,72.57,DCA,1.37803,100.0,908.92576,11600.0,63332.87,69.68
2025-04-07,Monday,TQQQ,DCA_Monthly,39.85,DCA,2.50966,100.0,911.43542,11700.0,37491.77,41.13
2025-05-05,Monday,TQQQ,DCA_Monthly,58.21,DCA,1.71786,100.0,913.15328,11800.0,53179.3,58.24
2025-06-02,Monday,TQQQ,DCA_Monthly,70.11,DCA,1.42636,100.0,914.57963,11900.0,65310.24,71.41
2025-07-07,Monday,TQQQ,DCA_Monthly,83.07,DCA,1.20377,100.0,915.7834,12000.0,75936.76,82.92
2025-08-04,Monday,TQQQ,DCA_Monthly,86.35,DCA,1.15804,100.0,916.94144,12100.0,80195.7,87.46
2015-08-31,Monday,UPRO,DCA_Monthly,9.15,DCA,10.93352,100.0,10.93352,100.0,99.51,9.1
2015-09-14,Monday,UPRO,DCA_Monthly,8.85,DCA,11.30066,100.0,22.23417,200.0,195.64,8.8
2015-10-05,Monday,UPRO,DCA_Monthly,9.08,DCA,11.00772,100.0,33.2419,300.0,306.24,9.21
2015-11-02,Monday,UPRO,DCA_Monthly,10.77,DCA,9.28271,100.0,42.52461,400.0,464.36,10.92
2015-12-07,Monday,UPRO,DCA_Monthly,10.57,DCA,9.46515,100.0,51.98976,500.0,547.95,10.54
2016-01-04,Monday,UPRO,DCA_Monthly,9.44,DCA,10.5881,100.0,62.57786,600.0,597.91,9.55
2016-02-01,Monday,UPRO,DCA_Monthly,8.36,DCA,11.96705,100.0,74.54492,700.0,627.97,8.42
2016-03-07,Monday,UPRO,DCA_Monthly,9.19,DCA,10.88489,100.0,85.42981,800.0,790.77,9.26
2016-04-04,Monday,UPRO,DCA_Monthly,10.23,DCA,9.77642,100.0,95.20623,900.0,969.93,10.19
2016-05-02,Monday,UPRO,DCA_Monthly,10.32,DCA,9.69069,100.0,104.89693,1000.0,1091.06,10.4
2016-06-06,Monday,UPRO,DCA_Monthly,10.83,DCA,9.23103,100.0,114.12796,1100.0,1241.13,10.87
2016-07-11,Monday,UPRO,DCA_Monthly,11.23,DCA,8.90142,100.0,123.02938,1200.0,1381.44,11.23
2016-08-01,Monday,UPRO,DCA_Monthly,11.8,DCA,8.47333,100.0,131.50271,1300.0,1549.23,11.78
2016-09-12,Monday,UPRO,DCA_Monthly,11.32,DCA,8.83176,100.0,140.33447,1400.0,1629.75,11.61
2016-10-03,Monday,UPRO,DCA_Monthly,11.64,DCA,8.59325,100.0,148.92772,1500.0,1734.62,11.65
2016-11-07,Monday,UPRO,DCA_Monthly,11.04,DCA,9.0542,100.0,157.98192,1600.0,1763.89,11.17
2016-12-05,Monday,UPRO,DCA_Monthly,12.4,DCA,8.06378,100.0,166.0457,1700.0,2060.74,12.41
2017-01-09,Monday,UPRO,DCA_Monthly,13.6,DCA,7.35232,100.0,173.39802,1800.0,2351.63,13.56
2017-02-06,Monday,UPRO,DCA_Monthly,13.96,DCA,7.16268,100.0,180.56071,1900.0,2523.16,13.97
2017-03-06,Monday,UPRO,DCA_Monthly,15.55,DCA,6.42917,100.0,186.98988,2000.0,2915.18,15.59
2017-04-03,Monday,UPRO,DCA_Monthly,15.25,DCA,6.5557,100.0,193.54558,2100.0,2955.88,15.27
2017-05-01,Monday,UPRO,DCA_Monthly,15.86,DCA,6.30616,100.0,199.85174,2200.0,3168.67,15.86
2017-06-05,Monday,UPRO,DCA_Monthly,16.86,DCA,5.93052,100.0,205.78226,2300.0,3469.39,16.86
2017-07-03,Monday,UPRO,DCA_Monthly,16.76,DCA,5.96541,100.0,211.74767,2400.0,3529.39,16.67
2017-08-07,Monday,UPRO,DCA_Monthly,17.73,DCA,5.64034,100.0,217.38802,2500.0,3863.27,17.77
2017-09-11,Monday,UPRO,DCA_Monthly,17.82,DCA,5.61166,100.0,222.99968,2600.0,3998.25,17.93
2017-10-02,Monday,UPRO,DCA_Monthly,18.75,DCA,5.33362,100.0,228.3333,2700.0,4300.62,18.83
2017-11-06,Monday,UPRO,DCA_Monthly,20.2,DCA,4.95115,100.0,233.28445,2800.0,4723.18,20.25
2017-12-04,Monday,UPRO,DCA_Monthly,21.73,DCA,4.60195,100.0,237.8864,2900.0,5098.22,21.43
2018-01-08,Monday,UPRO,DCA_Monthly,24.05,DCA,4.15881,100.0,242.04521,3000.0,5840.16,24.13
2018-02-05,Monday,UPRO,DCA_Monthly,22.71,DCA,4.40405,100.0,246.44926,3100.0,5273.86,21.4
2018-03-05,Monday,UPRO,DCA_Monthly,22.52,DCA,4.44114,100.0,250.89039,3200.0,5779.54,23.04
2018-04-02,Monday,UPRO,DCA_Monthly,19.92,DCA,5.01951,100.0,255.9099,3300.0,4978.91,19.46
2018-05-07,Monday,UPRO,DCA_Monthly,21.42,DCA,4.6683,100.0,260.5782,3400.0,5575.62,21.4
2018-06-04,Monday,UPRO,DCA_Monthly,23.18,DCA,4.31348,100.0,264.89168,3500.0,6154.67,23.23
2018-07-02,Monday,UPRO,DCA_Monthly,22.32,DCA,4.47971,100.0,269.37139,3600.0,6092.95,22.62
2018-08-06,Monday,UPRO,DCA_Monthly,25.64,DCA,3.90002,100.0,273.27141,3700.0,7047.89,25.79
2018-09-10,Monday,UPRO,DCA_Monthly,26.64,DCA,3.75424,100.0,277.02566,3800.0,7354.74,26.55
2018-10-01,Monday,UPRO,DCA_Monthly,27.88,DCA,3.58714,100.0,280.6128,3900.0,7803.87,27.81
2018-11-05,Monday,UPRO,DCA_Monthly,22.27,DCA,4.49026,100.0,285.10307,4000.0,6394.19,22.43
2018-12-03,Monday,UPRO,DCA_Monthly,23.6,DCA,4.23721,100.0,289.34028,4100.0,6817.09,23.56
2019-01-07,Monday,UPRO,DCA_Monthly,17.38,DCA,5.75373,100.0,295.09401,4200.0,5167.49,17.51
2019-02-04,Monday,UPRO,DCA_Monthly,20.98,DCA,4.76626,100.0,299.86027,4300.0,6367.9,21.24
2019-03-04,Monday,UPRO,DCA_Monthly,23.0,DCA,4.34739,100.0,304.20766,4400.0,6957.16,22.87
2019-04-01,Monday,UPRO,DCA_Monthly,24.46,DCA,4.088,100.0,308.29566,4500.0,7590.97,24.62
2019-05-06,Monday,UPRO,DCA_Monthly,25.77,DCA,3.88118,100.0,312.17684,4600.0,8197.46,26.26
2019-06-03,Monday,UPRO,DCA_Monthly,21.47,DCA,4.6585,100.0,316.83534,4700.0,6780.96,21.4
2019-07-01,Monday,UPRO,DCA_Monthly,26.95,DCA,3.7106,100.0,320.54594,4800.0,8612.3,26.87
2019-08-05,Monday,UPRO,DCA_Monthly,23.98,DCA,4.1694,100.0,324.71534,4900.0,7667.54,23.61
2019-09-09,Monday,UPRO,DCA_Monthly,26.9,DCA,3.7171,100.0,328.43245,5000.0,8814.66,26.84
2019-10-07,Monday,UPRO,DCA_Monthly,25.79,DCA,3.87686,100.0,332.30931,5100.0,8523.39,25.65
2019-11-04,Monday,UPRO,DCA_Monthly,29.43,DCA,3.39769,100.0,335.707,5200.0,9863.81,29.38
2019-12-02,Monday,UPRO,DCA_Monthly,30.89,DCA,3.2377,100.0,338.9447,5300.0,10331.01,30.48
2020-01-06,Monday,UPRO,DCA_Monthly,33.91,DCA,2.94884,100.0,341.89354,5400.0,11767.19,34.42
2020-02-03,Monday,UPRO,DCA_Monthly,34.36,DCA,2.91009,100.0,344.80363,5500.0,11837.29,34.33
2020-03-02,Monday,UPRO,DCA_Monthly,27.35,DCA,3.65684,100.0,348.46047,5600.0,10101.49,28.99
2020-04-06,Monday,UPRO,DCA_Monthly,13.81,DCA,7.23883,100.0,355.6993,5700.0,5081.69,14.29
2020-05-04,Monday,UPRO,DCA_Monthly,16.78,DCA,5.96019,100.0,361.65948,5800.0,6185.11,17.1
2020-06-01,Monday,UPRO,DCA_Monthly,20.94,DCA,4.77513,100.0,366.43461,5900.0,7744.97,21.14
2020-07-06,Monday,UPRO,DCA_Monthly,23.23,DCA,4.30442,100.0,370.73903,6000.0,8645.82,23.32
2020-08-03,Monday,UPRO,DCA_Monthly,25.83,DCA,3.87107,100.0,374.6101,6100.0,9687.18,25.86
2020-09-14,Monday,UPRO,DCA_Monthly,27.8,DCA,3.59651,100.0,378.20661,6200.0,10529.25,27.84
2020-10-05,Monday,UPRO,DCA_Monthly,27.86,DCA,3.58961,100.0,381.79622,6300.0,10797.85,28.28
2020-11-02,Monday,UPRO,DCA_Monthly,25.64,DCA,3.9002,100.0,385.69642,6400.0,9910.2,25.69
2020-12-07,Monday,UPRO,DCA_Monthly,35.49,DCA,2.81756,100.0,388.51398,6500.0,13820.61,35.57
2021-01-04,Monday,UPRO,DCA_Monthly,36.49,DCA,2.7407,100.0,391.25469,6600.0,14004.96,35.79
2021-02-01,Monday,UPRO,DCA_Monthly,37.24,DCA,2.68548,100.0,393.94017,6700.0,14833.78,37.65
2021-03-01,Monday,UPRO,DCA_Monthly,41.04,DCA,2.43638,100.0,396.37654,6800.0,16461.58,41.53
2021-04-05,Monday,UPRO,DCA_Monthly,46.79,DCA,2.13731,100.0,398.51385,6900.0,18815.0,47.21
2021-05-03,Monday,UPRO,DCA_Monthly,51.52,DCA,1.94106,100.0,400.45491,7000.0,20548.5,51.31
2021-06-07,Monday,UPRO,DCA_Monthly,52.46,DCA,1.90624,100.0,402.36115,7100.0,21117.37,52.48
2021-07-12,Monday,UPRO,DCA_Monthly,58.21,DCA,1.71796,100.0,404.07911,7200.0,23669.05,58.58
2021-08-02,Monday,UPRO,DCA_Monthly,59.13,DCA,1.69111,100.0,405.77022,7300.0,23752.34,58.54
2021-09-13,Monday,UPRO,DCA_Monthly,62.16,DCA,1.60865,100.0,407.37887,7400.0,25233.76,61.94
2021-10-04,Monday,UPRO,DCA_Monthly,55.7,DCA,1.79535,100.0,409.17422,7500.0,22492.64,54.97
2021-11-01,Monday,UPRO,DCA_Monthly,67.59,DCA,1.47951,100.0,410.65373,7600.0,27800.53,67.7
2021-12-06,Monday,UPRO,DCA_Monthly,65.99,DCA,1.51548,100.0,412.1692,7700.0,27450.63,66.6
2022-01-03,Monday,UPRO,DCA_Monthly,74.84,DCA,1.33614,100.0,413.50534,7800.0,31194.47,75.44
2022-02-07,Monday,UPRO,DCA_Monthly,61.58,DCA,1.624,100.0,415.12934,7900.0,25363.46,61.1
2022-03-07,Monday,UPRO,DCA_Monthly,51.93,DCA,1.92577,100.0,417.05511,8000.0,20697.84,49.63
2022-04-04,Monday,UPRO,DCA_Monthly,63.11,DCA,1.58445,100.0,418.63957,8100.0,26776.91,63.96
2022-05-02,Monday,UPRO,DCA_Monthly,46.07,DCA,2.17061,100.0,420.81017,8200.0,19762.22,46.96
2022-06-06,Monday,UPRO,DCA_Monthly,45.21,DCA,2.21193,100.0,423.0221,8300.0,18891.1,44.66
2022-07-11,Monday,UPRO,DCA_Monthly,36.0,DCA,2.7778,100.0,425.7999,8400.0,15222.06,35.75
2022-08-01,Monday,UPRO,DCA_Monthly,43.08,DCA,2.32115,100.0,428.12106,8500.0,18485.95,43.18
2022-09-12,Monday,UPRO,DCA_Monthly,42.03,DCA,2.37929,100.0,430.50035,8600.0,18216.08,42.31
2022-10-03,Monday,UPRO,DCA_Monthly,29.17,DCA,3.42843,100.0,433.92878,8700.0,12934.25,29.81
2022-11-07,Monday,UPRO,DCA_Monthly,31.81,DCA,3.14336,100.0,437.07213,8800.0,14073.58,32.2
2022-12-05,Monday,UPRO,DCA_Monthly,37.17,DCA,2.69005,100.0,439.76218,8900.0,16076.17,36.56
2023-01-09,Monday,UPRO,DCA_Monthly,33.74,DCA,2.9641,100.0,442.72628,9000.0,14710.44,33.23
2023-02-06,Monday,UPRO,DCA_Monthly,38.61,DCA,2.59021,100.0,445.31649,9100.0,17214.04,38.66
2023-03-06,Monday,UPRO,DCA_Monthly,36.81,DCA,2.71681,100.0,448.0333,9200.0,16396.01,36.6
2023-04-03,Monday,UPRO,DCA_Monthly,37.87,DCA,2.64084,100.0,450.67413,9300.0,17187.99,38.14
2023-05-01,Monday,UPRO,DCA_Monthly,39.1,DCA,2.55787,100.0,453.232,9400.0,17662.57,38.97
2023-06-05,Monday,UPRO,DCA_Monthly,41.83,DCA,2.39075,100.0,455.62275,9500.0,18950.75,41.59
2023-07-03,Monday,UPRO,DCA_Monthly,46.55,DCA,2.14844,100.0,457.77119,9600.0,21388.02,46.72
2023-08-07,Monday,UPRO,DCA_Monthly,47.82,DCA,2.09132,100.0,459.86251,9700.0,22149.4,48.17
2023-09-11,Monday,UPRO,DCA_Monthly,46.56,DCA,2.14788,100.0,462.01038,9800.0,21577.01,46.7
2023-10-02,Monday,UPRO,DCA_Monthly,40.26,DCA,2.48404,100.0,464.49442,9900.0,18779.04,40.43
2023-11-06,Monday,UPRO,DCA_Monthly,41.88,DCA,2.38798,100.0,466.8824,10000.0,19600.69,41.98
2023-12-04,Monday,UPRO,DCA_Monthly,47.56,DCA,2.1027,100.0,468.9851,10100.0,22427.26,47.82
2024-01-08,Monday,UPRO,DCA_Monthly,52.47,DCA,1.906,100.0,470.89111,10200.0,25174.2,53.46
2024-02-05,Monday,UPRO,DCA_Monthly,59.06,DCA,1.69309,100.0,472.5842,10300.0,27890.35,59.02
2024-03-04,Monday,UPRO,DCA_Monthly,65.66,DCA,1.52291,100.0,474.10711,10400.0,31062.68,65.52
2024-04-01,Monday,UPRO,DCA_Monthly,69.5,DCA,1.43894,100.0,475.54605,10500.0,32940.42,69.27
2024-05-06,Monday,UPRO,DCA_Monthly,65.25,DCA,1.53264,100.0,477.07869,10600.0,31398.72,65.81
2024-06-03,Monday,UPRO,DCA_Monthly,69.16,DCA,1.44592,100.0,478.52461,10700.0,33217.57,69.42
2024-07-01,Monday,UPRO,DCA_Monthly,76.29,DCA,1.31082,100.0,479.83544,10800.0,36700.59,76.49
2024-08-05,Monday,UPRO,DCA_Monthly,63.21,DCA,1.58206,100.0,481.4175,10900.0,30746.61,63.87
2024-09-09,Monday,UPRO,DCA_Monthly,73.31,DCA,1.364,100.0,482.7815,11000.0,35588.03,73.71
2024-10-07,Monday,UPRO,DCA_Monthly,83.28,DCA,1.20074,100.0,483.98224,11100.0,39966.05,82.58
2024-11-04,Monday,UPRO,DCA_Monthly,82.7,DCA,1.20924,100.0,485.19148,11200.0,40003.31,82.45
2024-12-02,Monday,UPRO,DCA_Monthly,96.71,DCA,1.03405,100.0,486.22552,11300.0,47098.88,96.87
2025-01-06,Monday,UPRO,DCA_Monthly,92.64,DCA,1.07943,100.0,487.30495,11400.0,44949.7,92.24
2025-02-03,Monday,UPRO,DCA_Monthly,91.03,DCA,1.09854,100.0,488.40349,11500.0,45007.29,92.15
2025-03-03,Monday,UPRO,DCA_Monthly,87.24,DCA,1.14621,100.0,489.5497,11600.0,41527.66,84.83
2025-04-07,Monday,UPRO,DCA_Monthly,51.37,DCA,1.94649,100.0,491.4962,11700.0,26005.25,52.91
2025-05-05,Monday,UPRO,DCA_Monthly,70.56,DCA,1.41726,100.0,492.91345,11800.0,34772.01,70.54
2025-06-02,Monday,UPRO,DCA_Monthly,79.59,DCA,1.2564,100.0,494.16985,11900.0,39942.13,80.83
2025-07-07,Monday,UPRO,DCA_Monthly,92.81,DCA,1.07747,100.0,495.24732,12000.0,45800.47,92.48
2025-08-04,Monday,UPRO,DCA_Monthly,94.96,DCA,1.05308,100.0,496.3004,12100.0,47714.32,96.14
2022-09-12,Monday,GGLL,DCA_Monthly,24.42,DCA,4.09426,100.0,4.09426,100.0,99.73,24.36
2022-10-03,Monday,GGLL,DCA_Monthly,20.12,DCA,4.97005,100.0,9.06431,200.0,184.36,20.34
2022-11-07,Monday,GGLL,DCA_Monthly,16.89,DCA,5.92102,100.0,14.98533,300.0,255.86,17.07
2022-12-05,Monday,GGLL,DCA_Monthly,20.24,DCA,4.94,100.0,19.92533,400.0,401.77,20.16
2023-01-09,Monday,GGLL,DCA_Monthly,16.78,DCA,5.95879,100.0,25.88412,500.0,430.9,16.65
2023-02-06,Monday,GGLL,DCA_Monthly,20.8,DCA,4.8077,100.0,30.69182,600.0,639.17,20.83
2023-03-06,Monday,GGLL,DCA_Monthly,18.21,DCA,5.49133,100.0,36.18315,700.0,661.94,18.29
2023-04-03,Monday,GGLL,DCA_Monthly,20.59,DCA,4.8556,100.0,41.03875,800.0,857.74,20.9
2023-05-01,Monday,GGLL,DCA_Monthly,21.6,DCA,4.6297,100.0,45.66845,900.0,985.2,21.57
2023-06-05,Monday,GGLL,DCA_Monthly,27.09,DCA,3.69112,100.0,49.35957,1000.0,1348.2,27.31
2023-07-03,Monday,GGLL,DCA_Monthly,25.05,DCA,3.99274,100.0,53.35231,1100.0,1343.25,25.18
2023-08-07,Monday,GGLL,DCA_Monthly,28.22,DCA,3.54364,100.0,56.89595,1200.0,1629.62,28.64
2023-09-11,Monday,GGLL,DCA_Monthly,30.08,DCA,3.32437,100.0,60.22032,1300.0,1817.02,30.17
2023-10-02,Monday,GGLL,DCA_Monthly,28.7,DCA,3.48483,100.0,63.70515,1400.0,1855.3,29.12
2023-11-06,Monday,GGLL,DCA_Monthly,27.3,DCA,3.66236,100.0,67.36752,1500.0,1853.77,27.52
2023-12-04,Monday,GGLL,DCA_Monthly,27.05,DCA,3.69715,100.0,71.06467,1600.0,1921.94,27.05
2024-01-08,Monday,GGLL,DCA_Monthly,29.44,DCA,3.39715,100.0,74.46182,1700.0,2221.04,29.83
2024-02-05,Monday,GGLL,DCA_Monthly,31.19,DCA,3.20655,100.0,77.66837,1800.0,2420.15,31.16
2024-03-04,Monday,GGLL,DCA_Monthly,27.92,DCA,3.58162,100.0,81.24999,1900.0,2247.27,27.66
2024-04-01,Monday,GGLL,DCA_Monthly,33.81,DCA,2.9581,100.0,84.20808,2000.0,2912.79,34.59
2024-05-06,Monday,GGLL,DCA_Monthly,39.12,DCA,2.55593,100.0,86.76401,2100.0,3420.57,39.42
2024-06-03,Monday,GGLL,DCA_Monthly,41.3,DCA,2.42153,100.0,89.18554,2200.0,3696.15,41.44
2024-07-01,Monday,GGLL,DCA_Monthly,45.81,DCA,2.18317,100.0,91.36871,2300.0,4195.54,45.92
2024-08-05,Monday,GGLL,DCA_Monthly,33.73,DCA,2.9651,100.0,94.33381,2400.0,3216.71,34.1
2024-09-09,Monday,GGLL,DCA_Monthly,29.99,DCA,3.33419,100.0,97.668,2500.0,2862.43,29.31
2024-10-07,Monday,GGLL,DCA_Monthly,35.92,DCA,2.78402,100.0,100.45202,2600.0,3501.9,34.86
2024-11-04,Monday,GGLL,DCA_Monthly,37.26,DCA,2.68394,100.0,103.13596,2700.0,3832.7,37.16
2024-12-02,Monday,GGLL,DCA_Monthly,37.04,DCA,2.69959,100.0,105.83554,2800.0,3978.21,37.59
2025-01-06,Monday,GGLL,DCA_Monthly,48.03,DCA,2.08197,100.0,107.91752,2900.0,5243.23,48.59
2025-02-03,Monday,GGLL,DCA_Monthly,50.09,DCA,1.99658,100.0,109.91409,3000.0,5500.52,50.04
2025-03-03,Monday,GGLL,DCA_Monthly,34.83,DCA,2.87114,100.0,112.78523,3100.0,3806.14,33.75
2025-04-07,Monday,GGLL,DCA_Monthly,25.0,DCA,3.99982,100.0,116.78505,3200.0,2977.37,25.49
2025-05-05,Monday,GGLL,DCA_Monthly,31.01,DCA,3.22448,100.0,120.00953,3300.0,3741.46,31.18
2025-06-02,Monday,GGLL,DCA_Monthly,32.14,DCA,3.11108,100.0,123.12061,3400.0,3981.3,32.34
2025-07-07,Monday,GGLL,DCA_Monthly,35.22,DCA,2.8397,100.0,125.96031,3500.0,4388.46,34.84
2025-08-04,Monday,GGLL,DCA_Monthly,40.97,DCA,2.44103,100.0,128.40134,3600.0,5381.3,41.91
2022-09-12,Monday,MSFU,DCA_Monthly,24.26,DCA,4.12187,100.0,4.12187,100.0,99.97,24.25
2022-10-03,Monday,MSFU,DCA_Monthly,20.41,DCA,4.89907,100.0,9.02094,200.0,186.71,20.7
2022-11-07,Monday,MSFU,DCA_Monthly,18.48,DCA,5.41075,100.0,14.43169,300.0,271.55,18.82
2022-12-05,Monday,MSFU,DCA_Monthly,21.71,DCA,4.60692,100.0,19.03861,400.0,410.59,21.57
2023-01-09,Monday,MSFU,DCA_Monthly,18.58,DCA,5.38108,100.0,24.4197,500.0,451.82,18.5
2023-02-06,Monday,MSFU,DCA_Monthly,22.06,DCA,4.53369,100.0,28.95339,600.0,639.22,22.08
2023-03-06,Monday,MSFU,DCA_Monthly,22.05,DCA,4.53435,100.0,33.48774,700.0,737.21,22.01
2023-04-03,Monday,MSFU,DCA_Monthly,25.71,DCA,3.88893,100.0,37.37667,800.0,965.69,25.84
2023-05-01,Monday,MSFU,DCA_Monthly,28.25,DCA,3.54,100.0,40.91666,900.0,1150.45,28.12
2023-06-05,Monday,MSFU,DCA_Monthly,32.28,DCA,3.09746,100.0,44.01413,1000.0,1421.07,32.29
2023-07-03,Monday,MSFU,DCA_Monthly,32.47,DCA,3.08007,100.0,47.0942,1100.0,1524.27,32.37
2023-08-07,Monday,MSFU,DCA_Monthly,30.85,DCA,3.2411,100.0,50.3353,1200.0,1557.94,30.95
2023-09-11,Monday,MSFU,DCA_Monthly,31.83,DCA,3.14124,100.0,53.47654,1300.0,1708.38,31.95
2023-10-02,Monday,MSFU,DCA_Monthly,29.15,DCA,3.43063,100.0,56.90717,1400.0,1681.58,29.55
2023-11-06,Monday,MSFU,DCA_Monthly,34.0,DCA,2.94087,100.0,59.84804,1500.0,2046.06,34.19
2023-12-04,Monday,MSFU,DCA_Monthly,35.72,DCA,2.79957,100.0,62.64761,1600.0,2250.73,35.93
2024-01-08,Monday,MSFU,DCA_Monthly,36.14,DCA,2.76726,100.0,65.41487,1700.0,2387.1,36.49
2024-02-05,Monday,MSFU,DCA_Monthly,41.19,DCA,2.42757,100.0,67.84244,1800.0,2774.53,40.9
2024-03-04,Monday,MSFU,DCA_Monthly,42.15,DCA,2.3723,100.0,70.21474,1900.0,2962.71,42.19
2024-04-01,Monday,MSFU,DCA_Monthly,43.38,DCA,2.30513,100.0,72.51987,2000.0,3148.22,43.41
2024-05-06,Monday,MSFU,DCA_Monthly,39.99,DCA,2.50034,100.0,75.02021,2100.0,3042.44,40.55
2024-06-03,Monday,MSFU,DCA_Monthly,40.35,DCA,2.47855,100.0,77.49877,2200.0,3127.77,40.36
2024-07-01,Monday,MSFU,DCA_Monthly,47.76,DCA,2.09381,100.0,79.59258,2300.0,3879.19,48.74
2024-08-05,Monday,MSFU,DCA_Monthly,35.44,DCA,2.82156,100.0,82.41414,2400.0,2960.21,35.92
2024-09-09,Monday,MSFU,DCA_Monthly,37.53,DCA,2.66424,100.0,85.07838,2500.0,3190.34,37.5
2024-10-07,Monday,MSFU,DCA_Monthly,38.48,DCA,2.59848,100.0,87.67686,2600.0,3320.17,37.87
2024-11-04,Monday,MSFU,DCA_Monthly,37.17,DCA,2.69005,100.0,90.36691,2700.0,3362.1,37.21
2024-12-02,Monday,MSFU,DCA_Monthly,40.28,DCA,2.48251,100.0,92.84943,2800.0,3814.25,41.08
2025-01-06,Monday,MSFU,DCA_Monthly,40.2,DCA,2.48762,100.0,95.33704,2900.0,3817.56,40.04
2025-02-03,Monday,MSFU,DCA_Monthly,36.38,DCA,2.7491,100.0,98.08614,3000.0,3557.67,36.27
2025-03-03,Monday,MSFU,DCA_Monthly,32.96,DCA,3.03426,100.0,101.1204,3100.0,3258.43,32.22
2025-04-07,Monday,MSFU,DCA_Monthly,26.53,DCA,3.76984,100.0,104.89024,3200.0,2808.89,26.78
2025-05-05,Monday,MSFU,DCA_Monthly,38.55,DCA,2.59392,100.0,107.48416,3300.0,4161.29,38.72
2025-06-02,Monday,MSFU,DCA_Monthly,42.82,DCA,2.3356,100.0,109.81976,3400.0,4750.76,43.26
2025-07-07,Monday,MSFU,DCA_Monthly,49.56,DCA,2.01786,100.0,111.83762,3500.0,5554.97,49.67
2025-08-04,Monday,MSFU,DCA_Monthly,56.3,DCA,1.77612,100.0,113.61374,3600.0,6469.17,56.94
2015-08-31,Monday,QQQ,DCA_Monthly,97.13,DCA,1.02952,100.0,1.02952,100.0,99.58,96.72
2015-09-14,Monday,QQQ,DCA_Monthly,97.84,DCA,1.02211,100.0,2.05163,200.0,200.23,97.6
2015-10-05,Monday,QQQ,DCA_Monthly,97.74,DCA,1.02309,100.0,3.07472,300.0,301.53,98.07
2015-11-02,Monday,QQQ,DCA_Monthly,106.06,DCA,0.9429,100.0,4.01762,400.0,428.01,106.53
2015-12-07,Monday,QQQ,DCA_Monthly,106.71,DCA,0.93711,100.0,4.95474,500.0,527.89,106.54
2016-01-04,Monday,QQQ,DCA_Monthly,101.78,DCA,0.98246,100.0,5.9372,600.0,606.16,102.09
2016-02-01,Monday,QQQ,DCA_Monthly,96.98,DCA,1.03111,100.0,6.9683,700.0,678.36,97.35
2016-03-07,Monday,QQQ,DCA_Monthly,97.94,DCA,1.02107,100.0,7.98937,800.0,782.3,97.92
2016-04-04,Monday,QQQ,DCA_Monthly,102.96,DCA,0.97122,100.0,8.96059,900.0,921.23,102.81
2016-05-02,Monday,QQQ,DCA_Monthly,99.39,DCA,1.00615,100.0,9.96674,1000.0,994.66,99.8
2016-06-06,Monday,QQQ,DCA_Monthly,103.23,DCA,0.96875,100.0,10.93549,1100.0,1129.59,103.3
2016-07-11,Monday,QQQ,DCA_Monthly,103.98,DCA,0.96169,100.0,11.89718,1200.0,1237.44,104.01
2016-08-01,Monday,QQQ,DCA_Monthly,108.4,DCA,0.92249,100.0,12.81968,1300.0,1392.41,108.62
2016-09-12,Monday,QQQ,DCA_Monthly,107.85,DCA,0.92723,100.0,13.7469,1400.0,1499.44,109.07
2016-10-03,Monday,QQQ,DCA_Monthly,111.37,DCA,0.89794,100.0,14.64484,1500.0,1631.94,111.43
2016-11-07,Monday,QQQ,DCA_Monthly,108.95,DCA,0.91789,100.0,15.56273,1600.0,1702.04,109.37
