Date_add,Symbol,Open,High,Low,Close,week_of_year,week_day,avg_daily_price,Dollars Invested,Shares Purchased
2015-08-31,QQQ,97.39216,97.929984,96.48343,96.724518,36,Monday,97.132523,25.0,0.25738
2015-09-08,QQQ,96.548318,97.521957,96.149587,97.401413,37,Tuesday,96.905319,25.0,0.257984
2015-09-14,QQQ,98.254513,98.273063,97.225232,97.596146,38,Monday,97.837238,25.0,0.255526
2015-09-21,QQQ,98.465691,99.042005,97.350251,98.233307,39,Monday,98.272813,25.0,0.254394
2015-09-28,QQQ,95.258785,95.323852,92.66538,92.944237,40,Monday,94.048064,25.0,0.265822
2015-10-05,QQQ,97.396712,98.326248,97.182923,98.065979,41,Monday,97.742966,25.0,0.255773
2015-10-12,QQQ,99.209298,99.450972,98.85607,99.265068,42,Monday,99.195352,25.0,0.252028
2015-10-19,QQQ,100.371248,101.142757,100.148155,101.07769,43,Monday,100.684963,25.0,0.248299
2015-10-26,QQQ,104.758609,105.10254,104.358909,104.898041,44,Monday,104.779525,25.0,0.238596
2015-11-02,QQQ,105.623102,106.664184,105.400016,106.53405,45,Monday,106.055338,25.0,0.235726
2015-11-09,QQQ,106.301671,106.441103,104.916665,105.567337,46,Monday,105.806694,25.0,0.23628
2015-11-16,QQQ,101.99793,103.587435,101.765546,103.56884,47,Monday,102.729938,25.0,0.243357
2015-11-23,QQQ,106.450353,106.840764,105.65096,106.10643,48,Monday,106.262127,25.0,0.235267
2015-11-30,QQQ,106.571192,106.571192,105.641657,105.98558,49,Monday,106.192405,25.0,0.235422
2015-12-07,QQQ,107.101055,107.166122,106.032088,106.543335,50,Monday,106.71065,25.0,0.234278
2015-12-14,QQQ,103.122656,103.81051,101.672576,103.76403,51,Monday,103.092443,25.0,0.242501
2015-12-21,QQQ,103.372318,103.55879,102.607772,103.540146,52,Monday,103.269757,25.0,0.242084
2015-12-28,QQQ,104.724307,104.938756,103.969086,104.920105,53,Monday,104.638064,25.0,0.238919
2016-01-04,QQQ,102.048349,102.188207,100.808297,102.094971,1,Monday,101.784956,25.0,0.245616
2016-01-11,QQQ,97.6662,97.955234,95.782807,97.274605,2,Monday,97.169712,25.0,0.257282
2016-01-19,QQQ,95.298001,95.447185,93.125567,94.225769,3,Tuesday,94.52413,25.0,0.264483
2016-01-25,QQQ,96.407511,96.957609,95.232718,95.316635,4,Monday,95.978618,25.0,0.260475
2016-02-01,QQQ,96.621962,97.712846,96.249018,97.34922,5,Monday,96.983262,25.0,0.257776
2016-02-08,QQQ,89.778306,90.486912,88.426359,90.085991,6,Monday,89.694392,25.0,0.278724
2016-02-16,QQQ,92.743267,93.451874,92.165193,93.451874,7,Tuesday,92.953052,25.0,0.268953
2016-02-22,QQQ,95.642972,96.388867,95.549736,96.295631,8,Monday,95.969302,25.0,0.2605
2016-02-29,QQQ,96.342239,97.060164,95.568367,95.568367,9,Monday,96.134784,25.0,0.260052
2016-03-07,QQQ,98.020515,98.589264,97.218673,97.917953,10,Monday,97.936601,25.0,0.255267
2016-03-14,QQQ,98.915589,99.689461,98.887619,99.456367,11,Monday,99.237259,25.0,0.251922
2016-03-21,QQQ,100.228316,100.892264,100.17221,100.798752,12,Monday,100.522885,25.0,0.2487
2016-03-28,QQQ,100.583683,100.602389,99.985193,100.162872,13,Monday,100.333534,25.0,0.249169
2016-04-04,QQQ,103.202076,103.276889,102.56618,102.809319,14,Monday,102.963616,25.0,0.242804
2016-04-11,QQQ,102.36978,102.884103,101.546852,101.556206,15,Monday,102.089235,25.0,0.244884
2016-04-18,QQQ,103.164659,104.05304,103.0992,104.01564,16,Monday,103.583135,25.0,0.241352
2016-04-25,QQQ,101.602977,101.920922,101.415945,101.911575,17,Monday,101.712855,25.0,0.24579
2016-05-02,QQQ,99.115486,99.938414,98.704029,99.798141,18,Monday,99.389018,25.0,0.251537
2016-05-09,QQQ,98.741428,99.470843,98.694675,99.012619,19,Monday,98.979891,25.0,0.252577
2016-05-16,QQQ,98.806911,100.256374,98.713392,99.89167,20,Monday,99.417087,25.0,0.251466
2016-05-23,QQQ,99.67658,100.031938,99.339936,99.433449,21,Monday,99.620476,25.0,0.250952
2016-05-31,QQQ,103.127251,103.342336,102.659681,103.183357,22,Tuesday,103.078156,25.0,0.242534
2016-06-06,QQQ,103.108553,103.566769,102.930874,103.295578,23,Monday,103.225444,25.0,0.242188
2016-06-13,QQQ,101.294377,101.864813,100.892267,101.023186,24,Monday,101.268661,25.0,0.246868
2016-06-20,QQQ,101.010958,101.489145,100.401497,100.476509,25,Monday,100.844527,25.0,0.247906
2016-06-27,QQQ,97.138548,97.138548,95.403932,95.84462,26,Monday,96.381412,25.0,0.259386
2016-07-05,QQQ,100.804682,100.945328,100.176464,100.720291,27,Tuesday,100.661691,25.0,0.248357
