Date,Open,High,Low,Close,Volume,Symbol,Year,Month,Week,Weekday,avg_daily_price,Previous_Close,Daily_Gain_Loss_Pct,Open_vs_PrevClose_Pct,Low_vs_PrevClose_Pct,Close_vs_PrevClose_Pct,mx_percent_decline
2005-11-15,9.865962704841932,9.876384735107422,9.829486592812227,9.876384735107422,36000,SPLG,2005,11,46,Tuesday,9.8621,,,,,,
2005-11-16,9.770431066180505,9.812118530273438,9.770431066180505,9.812118530273438,80000,SPLG,2005,11,46,Wednesday,9.7913,9.876384735107422,-0.65,-1.07,-1.07,-0.65,1.07
2005-11-17,9.812118530273438,9.812118530273438,9.812118530273438,9.812118530273438,0,SPLG,2005,11,46,Thursday,9.8121,9.812118530273438,0.0,0.0,0.0,0.0,0.0
2005-11-18,9.942391395568848,9.942391395568848,9.942391395568848,9.942391395568848,800,SPLG,2005,11,46,Friday,9.9424,9.812118530273438,1.33,1.33,1.33,1.33,-1.33
2005-11-21,9.926761763859547,9.982344627380371,9.926761763859547,9.982344627380371,8000,SPLG,2005,11,47,Monday,9.9546,9.942391395568848,0.4,-0.16,-0.16,0.4,0.16
2005-11-22,10.006661862707533,10.015346560734915,10.006661862707533,10.013609886169434,8000,SPLG,2005,11,47,Tuesday,10.0106,9.982344627380371,0.31,0.24,0.24,0.31,-0.24
2005-11-23,10.07440322329766,10.083087921142578,10.07440322329766,10.083087921142578,4400,SPLG,2005,11,47,Wednesday,10.0787,10.013609886169434,0.69,0.61,0.61,0.69,-0.61
2005-11-25,10.083087921142578,10.083087921142578,10.083087921142578,10.083087921142578,0,SPLG,2005,11,47,Friday,10.0831,10.083087921142578,0.0,0.0,0.0,0.0,0.0
2005-11-28,10.083087921142578,10.083087921142578,10.083087921142578,10.083087921142578,0,SPLG,2005,11,48,Monday,10.0831,10.083087921142578,0.0,0.0,0.0,0.0,0.0
2005-11-29,10.083087921142578,10.083087921142578,10.083087921142578,10.083087921142578,0,SPLG,2005,11,48,Tuesday,10.0831,10.083087921142578,0.0,0.0,0.0,0.0,0.0
2005-11-30,10.083087921142578,10.083087921142578,10.083087921142578,10.083087921142578,0,SPLG,2005,11,48,Wednesday,10.0831,10.083087921142578,0.0,0.0,0.0,0.0,0.0
2005-12-01,10.083087921142578,10.083087921142578,10.083087921142578,10.083087921142578,0,SPLG,2005,12,48,Thursday,10.0831,10.083087921142578,0.0,0.0,0.0,0.0,0.0
2005-12-02,10.083087921142578,10.083087921142578,10.083087921142578,10.083087921142578,0,SPLG,2005,12,48,Friday,10.0831,10.083087921142578,0.0,0.0,0.0,0.0,0.0
2005-12-05,10.083087921142578,10.083087921142578,10.083087921142578,10.083087921142578,0,SPLG,2005,12,49,Monday,10.0831,10.083087921142578,0.0,0.0,0.0,0.0,0.0
2005-12-06,10.083087921142578,10.083087921142578,10.083087921142578,10.083087921142578,0,SPLG,2005,12,49,Tuesday,10.0831,10.083087921142578,0.0,0.0,0.0,0.0,0.0
2005-12-07,10.083087921142578,10.083087921142578,10.083087921142578,10.083087921142578,0,SPLG,2005,12,49,Wednesday,10.0831,10.083087921142578,0.0,0.0,0.0,0.0,0.0
