Date_add,Weekday,Symbol,Open,High,Low,Close,Previous_Close,Daily_Gain_Loss_Pct,Open_vs_PrevClose_Pct,Low_vs_PrevClose_Pct,Close_vs_PrevClose_Pct,mx_percent_decline,Date,Volume,Dividends,Stock Splits,Capital Gains,Year,Month,Week,avg_daily_price
2005-10-07,Friday,AAPL,1.552640806429685,1.5589449756563165,1.5175169623488212,1.5400322675704956,1.5520402193069458,-0.77,0.04,-2.22,-0.77,2.22,2005-10-07,677882800,0.0,0.0,,2005,10,40,1.5422837530013296
2005-10-10,Monday,AAPL,1.5538409062054568,1.5583447284116871,1.5094113168901797,1.5121136903762817,1.5400322675704956,-1.81,0.9,-1.99,-1.81,1.99,2005-10-10,507505600,0.0,0.0,,2005,10,41,1.5334276604709014
2005-10-11,Tuesday,AAPL,1.5379305576470468,1.55714326898753,1.51301369373499,1.548737645149231,1.5121136903762817,2.42,1.71,0.06,2.42,-0.06,2005-10-11,1225884800,0.0,0.0,,2005,10,41,1.5392062913796996
2005-10-12,Wednesday,AAPL,1.4604783507195929,1.5100119658565776,1.4370628297674701,1.4784908294677734,1.548737645149231,-4.54,-5.7,-7.21,-4.54,7.21,2005-10-12,2697486400,0.0,0.0,,2005,10,41,1.4715109939528535
2005-10-13,Thursday,AAPL,1.4841944141601642,1.6195855377861323,1.4790912781764174,1.6132813692092896,1.4784908294677734,9.12,0.39,0.04,9.12,-0.04,2005-10-13,1865575600,0.0,0.0,,2005,10,41,1.5490381498330008
2005-10-14,Friday,AAPL,1.6219874843916733,1.6315934427334289,1.5847622790294915,1.6210863590240479,1.6132813692092896,0.48,0.54,-1.77,0.48,1.77,2005-10-14,1035552000,0.0,0.0,,2005,10,41,1.6148573912946604
2005-10-17,Monday,AAPL,1.620485523068302,1.6279909230775191,1.5814597877689798,1.6042743921279907,1.6210863590240479,-1.04,-0.04,-2.44,-1.04,2.44,2005-10-17,616834400,0.0,0.0,,2005,10,42,1.6085526565106978
2005-10-18,Tuesday,AAPL,1.598571543764516,1.6195856069226238,1.567050398925876,1.5673505067825317,1.6042743921279907,-2.3,-0.36,-2.32,-2.3,2.32,2005-10-18,609588000,0.0,0.0,,2005,10,42,1.588139514098887
2005-10-19,Wednesday,AAPL,1.5631477506721565,1.6499056785722335,1.5373306582356059,1.6493054628372192,1.5673505067825317,5.23,-0.27,-1.92,5.23,1.92,2005-10-19,1008683200,0.0,0.0,,2005,10,42,1.5999223875793036
2005-10-20,Thursday,AAPL,1.6351955970381455,1.6961365257470158,1.6315930004008783,1.6853294372558594,1.6493054628372192,2.18,-0.86,-1.07,2.18,1.07,2005-10-20,1357762000,0.0,0.0,,2005,10,42,1.6620636401104747
2005-10-21,Friday,AAPL,1.7063435058303884,1.7105464186012826,1.6619139161164018,1.67091965675354,1.6853294372558594,-0.86,1.25,-1.39,-0.86,1.39,2005-10-21,796726000,0.0,0.0,,2005,10,42,1.6874308743254032
2005-10-24,Monday,AAPL,1.6586116209990678,1.7048425674438477,1.653808591875262,1.7048425674438477,1.67091965675354,2.03,-0.74,-1.02,2.03,1.02,2005-10-24,609753200,0.0,0.0,,2005,10,43,1.6805263369405063
2005-10-25,Tuesday,AAPL,1.6931349267806033,1.7066434874286327,1.67182075641415,1.6841282844543457,1.7048425674438477,-1.22,-0.69,-1.94,-1.22,1.94,2005-10-25,465127600,0.0,0.0,,2005,10,43,1.688931863769433
2005-10-26,Wednesday,AAPL,1.6895322919053357,1.727957721344686,1.678725202502367,1.7120476961135864,1.6841282844543457,1.66,0.32,-0.32,1.66,0.32,2005-10-26,631593200,0.0,0.0,,2005,10,43,1.7020657279664937
2005-10-27,Thursday,AAPL,1.7108462188417943,1.7114464344732458,1.6634149551391602,1.6634149551391602,1.7120476961135864,-2.84,-0.07,-2.84,-2.84,2.84,2005-10-27,411541200,0.0,0.0,,2005,10,43,1.68728064089834
2005-10-28,Friday,AAPL,1.6823278966777238,1.694035209432768,1.6261899913017142,1.6351957321166992,1.6634149551391602,-1.7,1.14,-2.24,-1.7,2.24,2005-10-28,769787200,0.0,0.0,,2005,10,43,1.659437207382226
2005-10-31,Monday,AAPL,1.6571109244585918,1.740566260536429,1.6436013612763083,1.7288589477539062,1.6351957321166992,5.73,1.34,0.51,5.73,-0.51,2005-10-31,940844800,0.0,0.0,,2005,10,44,1.6925343735063088
2005-11-01,Tuesday,AAPL,1.7183516278424433,1.7453697484328077,1.7072435302873672,1.726156234741211,1.7288589477539062,-0.16,-0.61,-1.25,-0.16,1.25,2005-11-01,749686000,0.0,0.0,,2005,11,44,1.7242802853259573
2005-11-02,Wednesday,AAPL,1.7327617838426967,1.801207223036398,1.7291590864234496,1.799705982208252,1.726156234741211,4.26,0.38,0.17,4.26,-0.17,2005-11-02,857060400,0.0,0.0,,2005,11,44,1.765708518877699
2005-11-03,Thursday,AAPL,1.8090123701645917,1.8708534229135259,1.8033082169837436,1.856744647026062,1.799705982208252,3.17,0.52,0.2,3.17,-0.2,2005-11-03,884382800,0.0,0.0,,2005,11,44,1.8349796642719807
2005-11-04,Friday,AAPL,1.811714143824198,1.8384324635036025,1.789799955222078,1.835730791091919,1.856744647026062,-1.13,-2.43,-3.61,-1.13,3.61,2005-11-04,878035200,0.0,0.0,,2005,11,44,1.8189193384104494
2005-11-07,Monday,AAPL,1.826723446050302,1.8513402996403356,1.8054092810031406,1.8081109523773193,1.835730791091919,-1.5,-0.49,-1.65,-1.5,1.65,2005-11-07,638831200,0.0,0.0,,2005,11,45,1.8228959947677743
2005-11-08,Tuesday,AAPL,1.7997056954274266,1.8126150418132505,1.7741886135336766,1.7982052564620972,1.8081109523773193,-0.55,-0.46,-1.88,-0.55,1.88,2005-11-08,473765600,0.0,0.0,,2005,11,45,1.7961786518091127
2005-11-09,Wednesday,AAPL,1.8012072695292316,1.8375312462488484,1.8012072695292316,1.8045097589492798,1.7982052564620972,0.35,0.17,0.17,0.35,-0.17,2005-11-09,552930000,0.0,0.0,,2005,11,45,1.8111138860641478
2005-11-10,Thursday,AAPL,1.8204197864346312,1.8372310369406062,1.771487275618853,1.8366308212280273,1.8045097589492798,1.78,0.88,-1.83,1.78,1.83,2005-11-10,665344400,0.0,0.0,,2005,11,45,1.8164422300555296
2005-11-11,Friday,AAPL,1.8474375009536743,1.8645489557251147,1.841433341099927,1.8474375009536743,1.8366308212280273,0.59,0.59,0.26,0.59,-0.26,2005-11-11,425448800,0.0,0.0,,2005,11,45,1.8502143246830975
2005-11-14,Monday,AAPL,1.8474381673865703,1.8606469230179161,1.8285256582424991,1.8447366952896118,1.8474375009536743,-0.15,0.0,-1.02,-0.15,1.02,2005-11-14,369933200,0.0,0.0,,2005,11,46,1.8453368609841494
2005-11-15,Tuesday,AAPL,1.849239042402028,1.8936686251210213,1.8450361302928402,1.8696529865264893,1.8447366952896118,1.35,0.24,0.02,1.35,-0.02,2005-11-15,536841200,0.0,0.0,,2005,11,46,1.8643991960855946
2005-11-16,Wednesday,AAPL,1.895769782517324,1.953107899726912,1.8939683343484484,1.9498062133789062,1.8696529865264893,4.29,1.4,1.3,4.29,-1.3,2005-11-16,784515200,0.0,0.0,,2005,11,46,1.9231630574928977
2005-11-17,Thursday,AAPL,1.9690194905317162,1.9777253234958296,1.9287926142308125,1.9368982315063477,1.9498062133789062,-0.66,0.99,-1.08,-0.66,1.08,2005-11-17,676205600,0.0,0.0,,2005,11,46,1.9531089149411764
2005-11-18,Friday,AAPL,1.960613712806676,1.9642164094986962,1.9323951605947782,1.9380983114242554,1.9368982315063477,0.06,1.22,-0.23,0.06,0.23,2005-11-18,524960800,0.0,0.0,,2005,11,46,1.9488308985811014
2005-11-21,Monday,AAPL,1.9459036709808644,1.957010765221472,1.912881193403345,1.9501063823699951,1.9380983114242554,0.62,0.4,-1.3,0.62,1.3,2005-11-21,511711200,0.0,0.0,,2005,11,47,1.941475502993919
2005-11-22,Tuesday,AAPL,1.946503576677004,2.00414270500068,1.9368977233092362,1.9969375133514404,1.9501063823699951,2.4,-0.18,-0.68,2.4,0.68,2005-11-22,540282400,0.0,0.0,,2005,11,47,1.97112037958459
2005-11-23,Wednesday,AAPL,2.0077456340407753,2.0407679263725234,2.0020424813242137,2.014650821685791,1.9969375133514404,0.89,0.54,0.26,0.89,-0.26,2005-11-23,485853200,0.0,0.0,,2005,11,47,2.0163017158558256
2005-11-25,Friday,AAPL,2.031161668500121,2.0875987804962075,2.0263577382563893,2.0815954208374023,2.014650821685791,3.32,0.82,0.58,3.32,-0.58,2005-11-25,395012800,0.0,0.0,,2005,11,47,2.0566784020225297
2005-11-28,Monday,AAPL,2.1230221134888687,2.133529193263747,2.073489395883756,2.091201066970825,2.0815954208374023,0.46,1.99,-0.39,0.46,0.39,2005-11-28,1018519600,0.0,0.0,,2005,11,48,2.1053104424017994
2005-11-29,Tuesday,AAPL,2.1011073146261454,2.110413158838053,2.0218538273587403,2.0443692207336426,2.091201066970825,-2.24,0.47,-3.32,-2.24,3.32,2005-11-29,891433200,0.0,0.0,,2005,11,48,2.069435880389145
2005-11-30,Wednesday,AAPL,2.054276979519796,2.0668855171399065,2.026958648347813,2.0359644889831543,2.0443692207336426,-0.41,0.48,-0.85,-0.41,0.85,2005-11-30,595674800,0.0,0.0,,2005,11,48,2.0460214084976673
2005-12-01,Thursday,AAPL,2.0698871977944218,2.153343231591236,2.0656842851170847,2.1494405269622803,2.0359644889831543,5.57,1.67,1.46,5.57,-1.46,2005-12-01,812893200,0.0,0.0,,2005,12,48,2.1095888103662555
2005-12-02,Friday,AAPL,2.1695534185907603,2.1836631965682227,2.122422359232415,2.18036150932312,2.1494405269622803,1.44,0.94,-1.26,1.44,1.26,2005-12-02,895762000,0.0,0.0,,2005,12,48,2.1640001209286295
2005-12-05,Monday,AAPL,2.159947425902876,2.1773588900213565,2.14613785684317,2.1560447216033936,2.18036150932312,-1.12,-0.94,-1.57,-1.12,1.57,2005-12-05,583671200,0.0,0.0,,2005,12,49,2.159872223592699
2005-12-06,Tuesday,AAPL,2.219386386667912,2.246404499920514,2.2019749274491245,2.222989082336426,2.1560447216033936,3.1,2.94,2.13,3.1,-2.13,2005-12-06,857029600,0.0,0.0,,2005,12,49,2.2226887240934943
2005-12-07,Wednesday,AAPL,2.228393017291583,2.2352982031482096,2.195071327090541,2.219987392425537,2.222989082336426,-0.14,0.24,-1.26,-0.14,1.26,2005-12-07,679464800,0.0,0.0,,2005,12,49,2.2196874849889676
2005-12-08,Thursday,AAPL,2.197472053786201,2.226591823610977,2.1794595771038603,2.2238893508911133,2.219987392425537,0.18,-1.01,-1.83,0.18,1.83,2005-12-08,790479200,0.0,0.0,,2005,12,49,2.206853201348038
2005-12-09,Friday,AAPL,2.2277927860910327,2.2392008921437037,2.201975695987751,2.2313954830169678,2.2238893508911133,0.34,0.18,-0.99,0.34,0.99,2005-12-09,555402400,0.0,0.0,,2005,12,49,2.225091214309864
2005-12-12,Monday,AAPL,2.247606522065907,2.262015506149307,2.2382998722954093,2.248806953430176,2.2313954830169678,0.78,0.73,0.31,0.78,-0.31,2005-12-12,524994400,0.0,0.0,,2005,12,50,2.2491822134851995
2005-12-13,Tuesday,AAPL,2.247005193916857,2.265317681662832,2.227792482975166,2.2509078979492188,2.248806953430176,0.09,-0.08,-0.93,0.09,0.93,2005-12-13,493816400,0.0,0.0,,2005,12,50,2.2477558141260183
2005-12-14,Wednesday,AAPL,2.1773591036200175,2.2004745224438227,2.109513887411039,2.1617488861083984,2.2509078979492188,-3.96,-3.27,-6.28,-3.96,6.28,2005-12-14,1450716400,0.0,0.0,,2005,12,50,2.162274099895819
2005-12-15,Thursday,AAPL,2.1818615188758996,2.1872654629755095,2.1419346587622248,2.16685152053833,2.1617488861083984,0.24,0.93,-0.92,0.24,0.92,2005-12-15,561162000,0.0,0.0,,2005,12,50,2.1694782902879908
2005-12-16,Friday,AAPL,2.1656516448477476,2.1704547734015285,2.1332295751816317,2.134730815887451,2.16685152053833,-1.48,-0.06,-1.55,-1.48,1.55,2005-12-16,671171200,0.0,0.0,,2005,12,50,2.15101670232959
2005-12-19,Monday,AAPL,2.134730914732289,2.1794605148991746,2.132629458215118,2.142836332321167,2.134730815887451,0.38,0.0,-0.1,0.38,0.1,2005-12-19,529295200,0.0,0.0,,2005,12,51,2.147414305041937
2005-12-20,Tuesday,AAPL,2.150340316174852,2.172855714852022,2.1350303100159866,2.164750099182129,2.142836332321167,1.02,0.35,-0.36,1.02,0.36,2005-12-20,479108000,0.0,0.0,,2005,12,51,2.155744110056247
2005-12-21,Wednesday,AAPL,2.1794605083953553,2.2097813233609878,2.177659259957441,2.2064788341522217,2.164750099182129,1.93,0.68,0.6,1.93,-0.6,2005-12-21,475736800,0.0,0.0,,2005,12,51,2.1933449814665016
2005-12-22,Thursday,AAPL,2.218787364318258,2.2361988328998175,2.209480712812647,2.2220890522003174,2.2064788341522217,0.71,0.56,0.14,0.71,-0.14,2005-12-22,370610800,0.0,0.0,,2005,12,51,2.22163899055776
2005-12-23,Friday,AAPL,2.2265929240941076,2.229294396119973,2.2004748199959625,2.2019760608673096,2.2220890522003174,-0.91,0.2,-0.97,-0.91,0.97,2005-12-23,229857600,0.0,0.0,,2005,12,51,2.214584550269338
2005-12-27,Tuesday,AAPL,2.2214882180699607,2.2569119591893174,2.2199869777173635,2.2283926010131836,2.2019760608673096,1.2,0.89,0.82,1.2,-0.82,2005-12-27,590590000,0.0,0.0,,2005,12,52,2.2316949389974563
2005-12-28,Wednesday,AAPL,2.235597897758881,2.2443037294513615,2.2010743781805973,2.2085797786712646,2.2283926010131836,-0.89,0.32,-1.23,-0.89,1.23,2005-12-28,398115200,0.0,0.0,,2005,12,52,2.222388946015526
2005-12-29,Thursday,AAPL,2.214883445318104,2.216084677871699,2.14403577538494,2.1449368000030518,2.2085797786712646,-2.88,0.29,-2.92,-2.88,2.92,2005-12-29,490025200,0.0,0.0,,2005,12,52,2.1799851746444485
2005-12-30,Friday,AAPL,2.1287261232256283,2.1743569353267937,2.111614668890623,2.1581459045410156,2.1449368000030518,0.62,-0.76,-1.55,0.62,1.55,2005-12-30,624262800,0.0,0.0,,2005,12,52,2.143210907996015
2006-01-03,Tuesday,AAPL,2.172856302070897,2.244004011154175,2.1689535971751233,2.244004011154175,2.1581459045410156,3.98,0.68,0.5,3.98,-0.5,2006-01-03,807234400,0.0,0.0,,2006,1,1,2.2074544803885927
2006-01-04,Wednesday,AAPL,2.255410655841782,2.280927733005882,2.236497953852963,2.25060772895813,2.244004011154175,0.29,0.51,-0.33,0.29,0.33,2006-01-04,619603600,0.0,0.0,,2006,1,1,2.255861017914689
2006-01-05,Thursday,AAPL,2.2464051257661763,2.248506581921536,2.2139838618045307,2.232896566390991,2.25060772895813,-0.79,-0.19,-1.63,-0.79,1.63,2006-01-05,449422400,0.0,0.0,,2006,1,1,2.2354480339708087
2006-01-06,Friday,AAPL,2.2590139287201043,2.302543295448561,2.2379997654998776,2.2905349731445312,2.232896566390991,2.58,1.17,0.23,2.58,-0.23,2006-01-06,704457600,0.0,0.0,,2006,1,1,2.2725229907032687
2006-01-09,Monday,AAPL,2.303443503651012,2.3175532822653935,2.2737237077677697,2.283029556274414,2.2905349731445312,-0.33,0.56,-0.73,-0.33,0.73,2006-01-09,675040800,0.0,0.0,,2006,1,2,2.2944375124896474
2006-01-10,Tuesday,AAPL,2.2890336718150968,2.4583476049163466,2.2764253345416807,2.42742657661438,2.283029556274414,6.32,0.26,-0.29,6.32,0.29,2006-01-10,2279869200,0.0,0.0,,2006,1,2,2.362808296971876
2006-01-11,Wednesday,AAPL,2.5168867153716037,2.545705282356218,2.4793613142118898,2.5186879634857178,2.42742657661438,3.76,3.69,2.14,3.76,-2.14,2006-01-11,1493794400,0.0,0.0,,2006,1,2,2.515160318856357
2006-01-12,Thursday,AAPL,2.5508099352653524,2.593738491595782,2.5102830437609973,2.530395984649658,2.5186879634857178,0.46,1.28,-0.33,0.46,0.33,2006-01-12,1280809600,0.0,0.0,,2006,1,2,2.5463068638179474
2006-01-13,Friday,AAPL,2.5514095248325854,2.5820303430373963,2.5397022133027565,2.5694220066070557,2.530395984649658,1.54,0.83,0.37,1.54,-0.37,2006-01-13,776305600,0.0,0.0,,2006,1,2,2.5606410219449485
2006-01-17,Tuesday,AAPL,2.5727231072231898,2.5931370481746923,2.5177864531759644,2.5430033206939697,2.5694220066070557,-1.03,0.13,-2.01,-1.03,2.01,2006-01-17,835623600,0.0,0.0,,2006,1,3,2.5566624823169537
2006-01-18,Wednesday,AAPL,2.494071604595368,2.52319118470019,2.4571464146579705,2.4763591289520264,2.5430033206939697,-2.62,-1.92,-3.38,-2.62,3.38,2006-01-18,1200637200,0.0,0.0,,2006,1,3,2.4876920832263885
2006-01-19,Thursday,AAPL,2.43913459011289,2.451442918224452,2.36378398219218,2.3727896213531494,2.4763591289520264,-4.18,-1.5,-4.55,-4.18,4.55,2006-01-19,1695848000,0.0,0.0,,2006,1,3,2.406787777970668
2006-01-20,Friday,AAPL,2.379995271803445,2.4028098807941305,2.2764252999038366,2.2842307090759277,2.3727896213531494,-3.73,0.3,-4.06,-3.73,4.06,2006-01-20,1134758800,0.0,0.0,,2006,1,3,2.335865290394335
2006-01-23,Monday,AAPL,2.2845299319639696,2.3884000762285775,2.281528453761907,2.331662178039551,2.2842307090759277,2.08,0.01,-0.12,2.08,0.12,2006-01-23,1059730000,0.0,0.0,,2006,1,4,2.321530159998501
2006-01-24,Tuesday,AAPL,2.364383428147946,2.3841973526163156,2.274623057638369,2.282728672027588,2.331662178039551,-2.1,1.4,-2.45,-2.1,2.45,2006-01-24,1142254400,0.0,0.0,,2006,1,4,2.3264831276075544
2006-01-25,Wednesday,AAPL,2.3232571723867634,2.3265590600973707,2.198973245189754,2.2274928092956543,2.282728672027588,-2.42,1.78,-3.67,-2.42,3.67,2006-01-25,1275786400,0.0,0.0,,2006,1,4,2.2690705717423856
2006-01-26,Thursday,AAPL,2.237399780619626,2.264417904953335,2.1593474882353285,2.1713550090789795,2.2274928092956543,-2.52,0.44,-3.06,-2.52,3.06,2006-01-26,1181387200,0.0,0.0,,2006,1,4,2.208130045721817
2006-01-27,Friday,AAPL,2.18996756485763,2.209480488155062,2.134430675254058,2.162349224090576,2.1713550090789795,-0.41,0.86,-1.7,-0.41,1.7,2006-01-27,953864800,0.0,0.0,,2006,1,4,2.1740569880893315
2006-01-30,Monday,AAPL,2.136532223709114,2.2995410039208655,2.127525580425638,2.2515087127685547,2.162349224090576,4.12,-1.19,-1.61,4.12,1.61,2006-01-30,1398401200,0.0,0.0,,2006,1,5,2.203776880206043
2006-01-31,Tuesday,AAPL,2.2665185158631327,2.2917353824196227,2.2139833271023184,2.2668185234069824,2.2515087127685547,0.68,0.67,-1.67,0.68,1.67,2006-01-31,913542000,0.0,0.0,,2006,1,5,2.259763937198014
2006-02-01,Wednesday,AAPL,2.2500075519267306,2.29533755498695,2.2407009039517294,2.2641165256500244,2.2668185234069824,-0.12,-0.74,-1.15,-0.12,1.15,2006-02-01,521186400,0.0,0.0,,2006,2,5,2.2625406341288588
2006-02-02,Thursday,AAPL,2.254510564087377,2.2623159720472064,2.162948928211471,2.164450168609619,2.2641165256500244,-4.4,-0.42,-4.47,-4.4,4.47,2006-02-02,707322000,0.0,0.0,,2006,2,5,2.2110564082389184
2006-02-03,Friday,AAPL,2.1686528635896667,2.1851641029724886,2.132628906080058,2.156944751739502,2.164450168609619,-0.35,0.19,-1.47,-0.35,1.47,2006-02-03,692123600,0.0,0.0,,2006,2,5,2.1608476560954286
2006-02-06,Monday,AAPL,2.1620489000354746,2.176758692474782,2.0035420686427075,2.020353317260742,2.156944751739502,-6.33,0.24,-7.11,-6.33,7.11,2006-02-06,1651767600,0.0,0.0,,2006,2,6,2.0906757446034265
2006-02-07,Tuesday,AAPL,2.049473192972787,2.0857981653941167,2.001741717876775,2.029360055923462,2.020353317260742,0.45,1.44,-0.92,0.45,0.92,2006-02-07,1388830800,0.0,0.0,,2006,2,6,2.0415932830417853
2006-02-08,Wednesday,AAPL,2.05607793505246,2.07379041468817,1.9813283170059686,2.0656847953796387,2.029360055923462,1.79,1.32,-2.37,1.79,2.37,2006-02-08,953114400,0.0,0.0,,2006,2,6,2.044220365531559
2006-02-09,Thursday,AAPL,2.074389310494733,2.0782922143871407,1.9371976794435624,1.9498062133789062,2.0656847953796387,-5.61,0.42,-6.22,-5.61,6.22,2006-02-09,1149764000,0.0,0.0,,2006,2,6,2.0099213544260857
2006-02-10,Friday,AAPL,1.9567118215623818,2.031462247719127,1.888266367743918,2.0206551551818848,1.9498062133789062,3.63,0.35,-3.16,3.63,3.16,2006-02-10,1760477600,0.0,0.0,,2006,2,6,1.9742738980518277
2006-02-13,Monday,AAPL,2.0002410785364457,2.0038437765040378,1.9405006626692043,1.9426019191741943,2.0206551551818848,-3.86,-1.01,-3.97,-3.86,3.97,2006-02-13,883498000,0.0,0.0,,2006,2,7,1.9717968592209705
2006-02-14,Tuesday,AAPL,1.9543091962311592,2.044369583266472,1.9513075173397398,2.03056001663208,1.9426019191741943,4.53,0.6,0.45,4.53,-0.45,2006-02-14,1160938800,0.0,0.0,,2006,2,7,1.995136578367363
2006-02-15,Wednesday,AAPL,2.016149894584281,2.090000040802458,2.003842371905505,2.0779917240142822,2.03056001663208,2.34,-0.71,-1.32,2.34,1.32,2006-02-15,1159771200,0.0,0.0,,2006,2,7,2.046996007826632
2006-02-16,Thursday,AAPL,2.0987070511982373,2.1317285381091193,2.0857985041977964,2.1185197830200195,2.0779917240142822,1.95,1.0,0.38,1.95,-0.38,2006-02-16,948175200,0.0,0.0,,2006,2,7,2.1086884691312933
2006-02-17,Friday,AAPL,2.11041430567543,2.1281265824081026,2.089700348952465,2.110114097595215,2.1185197830200195,-0.4,-0.38,-1.36,-0.4,1.36,2006-02-17,575999200,0.0,0.0,,2006,2,7,2.109588833657803
2006-02-21,Tuesday,AAPL,2.119119889190251,2.1254240583200903,2.061781750469514,2.0737900733947754,2.110114097595215,-1.72,0.43,-2.29,-1.72,2.29,2006-02-21,779606800,0.0,0.0,,2006,2,8,2.0950289428436575
2006-02-22,Wednesday,AAPL,2.071387918607485,2.1515414433509004,2.0413671213033724,2.1410343647003174,2.0737900733947754,3.24,-0.12,-1.56,3.24,1.56,2006-02-22,978238800,0.0,0.0,,2006,2,8,2.1013327119905187
2006-02-23,Thursday,AAPL,2.155144294618988,2.1914682595374093,2.1443362055936785,2.1539430618286133,2.1410343647003174,0.6,0.66,0.15,0.6,-0.15,2006-02-23,856917600,0.0,0.0,,2006,2,8,2.1612229553946722
2006-02-24,Friday,AAPL,2.165652873610728,2.188167488854225,2.1374335003671296,2.1452391147613525,2.1539430618286133,-0.4,0.54,-0.77,-0.4,0.77,2006-02-24,534744000,0.0,0.0,,2006,2,8,2.1591232443983586
2006-02-27,Monday,AAPL,2.161147150727799,2.1650500545192752,2.120920487495558,2.13112735748291,2.1452391147613525,-0.66,0.74,-1.13,-0.66,1.13,2006-02-27,791240800,0.0,0.0,,2006,2,9,2.1445612625563855
2006-02-28,Tuesday,AAPL,2.1488406159978655,2.173456677426387,2.0443704048112905,2.056077718734741,2.13112735748291,-3.52,0.83,-4.07,-3.52,4.07,2006-02-28,1266980400,0.0,0.0,,2006,2,9,2.1056863542425712
2006-03-01,Wednesday,AAPL,2.066584287697081,2.0860980091633032,2.041968432794738,2.074389696121216,2.056077718734741,0.89,0.51,-0.69,0.89,0.69,2006-03-01,763817600,0.0,0.0,,2006,3,9,2.0672601064440843
2006-03-02,Thursday,AAPL,2.0710876153169497,2.1011076096160286,2.06148096062176,2.0896995067596436,2.074389696121216,0.74,-0.16,-0.62,0.74,0.62,2006-03-02,625273600,0.0,0.0,,2006,3,9,2.0808439230785956
2006-03-03,Friday,AAPL,2.0833955910404596,2.098706601090161,2.0272586945603264,2.032961845397949,2.0896995067596436,-2.72,-0.3,-2.99,-2.72,2.99,2006-03-03,737668400,0.0,0.0,,2006,3,9,2.0605806830222244
2006-03-06,Monday,AAPL,2.032062225511674,2.032962449040012,1.9495071987885704,1.9657174348831177,2.032961845397949,-3.31,-0.04,-4.11,-3.31,4.11,2006-03-06,912665600,0.0,0.0,,2006,3,10,1.9950623270558436
2006-03-07,Tuesday,AAPL,1.9741223291924208,2.0083458410175656,1.9537091870839984,1.9906333684921265,1.9657174348831177,1.27,0.43,-0.61,1.27,0.61,2006-03-07,872877600,0.0,0.0,,2006,3,10,1.981702681446528
2006-03-08,Wednesday,AAPL,1.9900335394354831,2.017351868957457,1.9618149866349794,1.971120834350586,1.9906333684921265,-0.98,-0.03,-1.45,-0.98,1.45,2006-03-08,653251200,0.0,0.0,,2006,3,10,1.9850803073446264
2006-03-09,Thursday,AAPL,1.9807272302183332,1.9954370194544222,1.9155835057047925,1.9191854000091553,1.971120834350586,-2.63,0.49,-2.82,-2.63,2.82,2006-03-09,799304800,0.0,0.0,,2006,3,10,1.9527332888466757
