Date,Open,High,Low,Close,Capital Gains,Date_add,Symbol,week_of_year,week_day,avg_daily_price,Year,Month,Week
2022-09-07 00:00:00-04:00,23.152433395385742,23.152433395385742,23.152433395385742,23.152433395385742,0.0,2022-09-07,MSFU,36,Wednesday,23.152433395385742,2022,9,36
2022-09-08 00:00:00-04:00,23.149738311767578,23.149738311767578,23.149738311767578,23.149738311767578,0.0,2022-09-08,MSFU,36,Thursday,23.149738311767578,2022,9,36
2022-09-09 00:00:00-04:00,23.98802339989,24.11318137800245,23.969114714739636,24.03034210205078,0.0,2022-09-09,MSFU,36,Friday,24.025165398670715,2022,9,36
2022-09-12 00:00:00-04:00,24.25725016722026,24.356294933512622,24.176212447356356,24.25364875793457,0.0,2022-09-12,MSFU,37,Monday,24.26085157650595,2022,9,37
2022-09-13 00:00:00-04:00,23.392844130145544,23.392844130145544,22.348360061645508,22.348360061645508,0.0,2022-09-13,MSFU,37,Tuesday,22.870602095895528,2022,9,37
2022-09-14 00:00:00-04:00,22.19528903174068,22.393381963035125,22.134061650224705,22.348360061645508,0.0,2022-09-14,MSFU,37,Wednesday,22.267773176661503,2022,9,37
2022-09-15 00:00:00-04:00,22.02421359603485,22.18989044760537,21.278668622672644,21.444345474243164,0.0,2022-09-15,MSFU,37,Thursday,21.734279535139006,2022,9,37
2022-09-16 00:00:00-04:00,21.168816328901002,21.34619903564453,21.051761088292725,21.34619903564453,0.0,2022-09-16,MSFU,37,Friday,21.228243872120697,2022,9,37
2022-09-19 00:00:00-04:00,20.943710599209115,21.267861438613654,20.93470621840232,21.26605987548828,0.0,2022-09-19,MSFU,38,Monday,21.103084532928342,2022,9,38
2022-09-20 00:00:00-04:00,20.940027937625853,21.084131218263508,20.651821376350547,20.99406623840332,0.0,2022-09-20,MSFU,38,Tuesday,20.91751169266081,2022,9,38
2022-09-21 00:00:00-04:00,21.255252368735782,21.61551053406762,20.602283477783203,20.602283477783203,0.0,2022-09-21,MSFU,38,Wednesday,21.018832464592453,2022,9,38
2022-09-22 00:00:00-04:00,20.641914046218815,21.075124029078026,20.579769228825366,20.810335159301758,0.0,2022-09-22,MSFU,38,Thursday,20.776785615855992,2022,9,38
2022-09-23 00:00:00-04:00,20.678840257318036,20.714866937427786,20.1834854307356,20.435667037963867,0.0,2022-09-23,MSFU,38,Friday,20.50321491586132,2022,9,38
2022-09-26 00:00:00-04:00,20.32758770039441,20.822944220087177,20.32758770039441,20.36001205444336,0.0,2022-09-26,MSFU,39,Monday,20.459532918829836,2022,9,39
2022-09-27 00:00:00-04:00,20.66983483007466,20.84996307294347,20.0213683457764,20.172677993774414,0.0,2022-09-27,MSFU,39,Tuesday,20.428461060642235,2022,9,39
2022-09-28 00:00:00-04:00,20.444671623277735,20.885988102541802,20.444671623277735,20.815736770629883,0.0,2022-09-28,MSFU,39,Wednesday,20.64776702993179,2022,9,39
2022-09-29 00:00:00-04:00,20.498710238719397,20.588775213363295,19.949315439453486,20.336593627929688,0.0,2022-09-29,MSFU,39,Thursday,20.343348629866465,2022,9,39
2022-09-30 00:00:00-04:00,20.390630157630774,20.663527230460595,19.742165488542835,19.78719711303711,0.0,2022-09-30,MSFU,39,Friday,20.14587999741783,2022,9,39
2022-10-03 00:00:00-04:00,20.12043864336117,20.813936712294677,20.016864524158866,20.69685173034668,0.0,2022-10-03,MSFU,40,Monday,20.412022902540347,2022,10,40
2022-10-04 00:00:00-04:00,21.507434613251725,21.894712828170622,21.50383228887545,21.716384887695312,0.0,2022-10-04,MSFU,40,Tuesday,21.655591154498275,2022,10,40
2022-10-05 00:00:00-04:00,21.47050796329448,21.96766476641642,21.192208240448213,21.76772117614746,0.0,2022-10-05,MSFU,40,Wednesday,21.599525536576643,2022,10,40
2022-10-06 00:00:00-04:00,21.804647985603324,21.939746316573135,21.4083648161549,21.46690559387207,0.0,2022-10-06,MSFU,40,Thursday,21.654916178050858,2022,10,40
2022-10-07 00:00:00-04:00,19.980837042861083,20.07180216506944,19.796204626004016,19.851144790649414,0.0,2022-10-07,MSFU,40,Friday,19.924997156145988,2022,10,40
2022-10-10 00:00:00-04:00,19.715147365118664,19.814219009878947,19.000035342518625,19.196374893188477,0.0,2022-10-10,MSFU,41,Monday,19.43144415267618,2022,10,41
2022-10-11 00:00:00-04:00,18.77217131172112,19.12072064852119,18.64337920615179,18.70372200012207,0.0,2022-10-11,MSFU,41,Tuesday,18.809998291629043,2022,10,41
2022-10-12 00:00:00-04:00,18.805495345711837,18.86854203425421,18.59834709404101,18.76046371459961,0.0,2022-10-12,MSFU,41,Wednesday,18.758212047151666,2022,10,41
2022-10-13 00:00:00-04:00,18.01292572782141,19.96732823800389,17.96789410064044,19.833131790161133,0.0,2022-10-13,MSFU,41,Thursday,18.945319964156717,2022,10,41
2022-10-14 00:00:00-04:00,19.958323030114443,19.958323030114443,19.10270830826619,19.129728317260742,0.0,2022-10-14,MSFU,41,Friday,19.537270671438954,2022,10,41
2022-10-17 00:00:00-04:00,20.012361360089212,20.30957458808595,19.958323059866146,20.15106201171875,0.0,2022-10-17,MSFU,42,Monday,20.107830254940016,2022,10,42
2022-10-18 00:00:00-04:00,20.949034374867885,20.949034374867885,19.92229808225945,20.271747589111328,0.0,2022-10-18,MSFU,42,Tuesday,20.523028605276636,2022,10,42
2022-10-19 00:00:00-04:00,20.120438740218116,20.42665862361489,19.823225526079653,20.046585083007812,0.0,2022-10-19,MSFU,42,Wednesday,20.104226993230117,2022,10,42
2022-10-20 00:00:00-04:00,20.3762241468754,20.490605247380763,19.91329196363938,20.024070739746094,0.0,2022-10-20,MSFU,42,Thursday,20.20104802441041,2022,10,42
2022-10-21 00:00:00-04:00,19.823223268505416,20.77340529396482,19.823223268505416,20.754491806030273,0.0,2022-10-21,MSFU,42,Friday,20.293585909251483,2022,10,42
2022-10-24 00:00:00-04:00,21.00307299923039,21.46240285244676,20.741886446134778,21.435382843017578,0.0,2022-10-24,MSFU,43,Monday,21.160686285207376,2022,10,43
2022-10-25 00:00:00-04:00,21.462403575641485,21.876701811615984,21.345320299863047,21.859588623046875,0.0,2022-10-25,MSFU,43,Tuesday,21.63600357754185,2022,10,43
2022-10-26 00:00:00-04:00,19.381911344608774,20.120441133159755,19.192774703382923,19.327871322631836,0.0,2022-10-26,MSFU,43,Wednesday,19.50574962594582,2022,10,43
2022-10-27 00:00:00-04:00,19.363898992604764,19.363898992604764,18.67040080244685,18.7514591217041,0.0,2022-10-27,MSFU,43,Thursday,19.03741447734012,2022,10,43
2022-10-28 00:00:00-04:00,18.877544245728227,19.910586617085645,18.877544245728227,19.877262115478516,0.0,2022-10-28,MSFU,43,Friday,19.385734306005155,2022,10,43
2022-10-31 00:00:00-04:00,19.62598716708386,19.715150286302144,19.291847072249773,19.390918731689453,0.0,2022-10-31,MSFU,44,Monday,19.505975814331308,2022,10,44
2022-11-01 00:00:00-04:00,19.652101616661533,19.652101616661533,18.80549362979716,18.90186309814453,0.0,2022-11-01,MSFU,44,Tuesday,19.252889990316188,2022,11,44
2022-11-02 00:00:00-04:00,18.814505097259662,19.255821682262873,17.90485191345215,17.90485191345215,0.0,2022-11-02,MSFU,44,Wednesday,18.470007651606707,2022,11,44
2022-11-03 00:00:00-04:00,17.778757532493977,17.778757532493977,17.15280863671356,17.179828643798828,0.0,2022-11-03,MSFU,44,Thursday,17.472538086375085,2022,11,44
2022-11-04 00:00:00-04:00,17.607637416923843,17.998517990112305,17.11228255637793,17.998517990112305,0.0,2022-11-04,MSFU,44,Friday,17.679238988381595,2022,11,44
2022-11-07 00:00:00-05:00,18.21106812400056,18.85052790981894,18.048953228038314,18.816303253173828,0.0,2022-11-07,MSFU,45,Monday,18.48171312875791,2022,11,45
2022-11-08 00:00:00-05:00,18.94059204614758,19.264823541539332,18.79558690816888,18.942392349243164,0.0,2022-11-08,MSFU,45,Tuesday,18.98584871127474,2022,11,45
2022-11-09 00:00:00-05:00,18.697420072325155,18.71363139196348,18.40921348989842,18.42722511291504,0.0,2022-11-09,MSFU,45,Wednesday,18.561872516775523,2022,11,45
2022-11-10 00:00:00-05:00,19.787201246372007,20.669836044311523,19.76918962351968,20.669836044311523,0.0,2022-11-10,MSFU,45,Thursday,20.224015739628683,2022,11,45
2022-11-11 00:00:00-05:00,20.750891998475563,21.23724011708387,20.64281368442565,21.1480770111084,0.0,2022-11-11,MSFU,45,Friday,20.94475570277337,2022,11,45
2022-11-14 00:00:00-05:00,20.507718605369597,20.75899834218389,20.34109778724109,20.48520278930664,0.0,2022-11-14,MSFU,46,Monday,20.523254381025303,2022,11,46
2022-11-15 00:00:00-05:00,21.030091842309545,21.030091842309545,20.399638733367162,20.48790168762207,0.0,2022-11-15,MSFU,46,Tuesday,20.736931026402083,2022,11,46
2022-11-16 00:00:00-05:00,20.714867011033082,20.7779119836025,20.454580602347917,20.596881866455078,0.0,2022-11-16,MSFU,46,Wednesday,20.636060365859645,2022,11,46
2022-11-17 00:00:00-05:00,20.102425384494158,20.705858481512866,20.039380417586408,20.526630401611328,0.0,2022-11-17,MSFU,46,Thursday,20.34357367130119,2022,11,46
2022-11-18 00:00:00-05:00,20.453680344785784,20.552752005400713,20.210507105403288,20.45458221435547,0.0,2022-11-18,MSFU,46,Friday,20.417880417486316,2022,11,46
2022-11-21 00:00:00-05:00,20.462686359939433,20.849964601374868,20.462686359939433,20.60138702392578,0.0,2022-11-21,MSFU,47,Monday,20.59418108629488,2022,11,47
2022-11-22 00:00:00-05:00,20.639209148868993,20.976051330566406,20.449172397526322,20.976051330566406,0.0,2022-11-22,MSFU,47,Tuesday,20.76012105188203,2022,11,47
2022-11-23 00:00:00-05:00,20.894998918167936,21.30929547232014,20.894998918167936,21.22823715209961,0.0,2022-11-23,MSFU,47,Wednesday,21.081882615188903,2022,11,47
2022-11-25 00:00:00-05:00,21.26425797173454,21.33630960118934,21.184099825354455,21.26696014404297,0.0,2022-11-25,MSFU,47,Friday,21.262906885580325,2022,11,47
2022-11-28 00:00:00-05:00,21.048106888982172,21.048106888982172,20.41495155608157,20.546445846557617,0.0,2022-11-28,MSFU,48,Monday,20.764402795150882,2022,11,48
2022-11-29 00:00:00-05:00,20.399641420814184,20.48069973743815,20.14746151829229,20.35100746154785,0.0,2022-11-29,MSFU,48,Tuesday,20.34470253452312,2022,11,48
2022-11-30 00:00:00-05:00,20.557251694817193,22.128878465940357,20.435664242847075,22.12347412109375,0.0,2022-11-30,MSFU,48,Wednesday,21.311317131174594,2022,11,48
2022-12-01 00:00:00-05:00,22.317116687809193,22.317116687809193,21.7398033860601,22.181119918823242,0.0,2022-12-01,MSFU,48,Thursday,22.13878917012543,2022,12,48
2022-12-02 00:00:00-05:00,21.51644283851088,22.185623168945312,21.51644283851088,22.185623168945312,0.0,2022-12-02,MSFU,48,Friday,21.851033003728098,2022,12,48
2022-12-05 00:00:00-05:00,21.957755845270565,21.965862362780726,21.336311140578808,21.565975189208984,0.0,2022-12-05,MSFU,49,Monday,21.70647613445977,2022,12,49
2022-12-06 00:00:00-05:00,21.65334021669955,21.65334021669955,20.81483865240284,20.885990142822266,0.0,2022-12-06,MSFU,49,Tuesday,21.25187730715605,2022,12,49
2022-12-07 00:00:00-05:00,20.885990410334845,20.885990410334845,20.58877716828194,20.787818908691406,0.0,2022-12-07,MSFU,49,Wednesday,20.78714422441076,2022,12,49
2022-12-08 00:00:00-05:00,20.714866671449716,21.16609001159668,20.714866671449716,21.16609001159668,0.0,2022-12-08,MSFU,49,Thursday,20.940478341523196,2022,12,49
