Date,Open,High,Low,Close,Date_add,Symbol,week_of_year,week_day,avg_daily_price,Year,Month,Week
2015-08-31 00:00:00-04:00,32.52195561766878,33.02245586712484,32.12483925184913,32.197898864746094,2015-08-31,GOOGL,36,Monday,32.46678740034721,2015,8,36
2015-09-01 00:00:00-04:00,31.50157511807387,32.029906407012966,31.066683305027478,31.290342330932617,2015-09-01,GOOGL,36,Tuesday,31.472126790261733,2015,9,36
2015-09-02 00:00:00-04:00,31.709825298519377,32.06071960273221,31.344019128704133,32.05326461791992,2015-09-02,GOOGL,36,Wednesday,31.79195716196891,2015,9,36
2015-09-03 00:00:00-04:00,32.20336665669526,32.36837740534605,31.50157612469734,31.66261100769043,2015-09-03,GOOGL,36,Thursday,31.93398279860727,2015,9,36
2015-09-04 00:00:00-04:00,31.29730100969551,31.535870008689706,31.138255010366045,31.260520935058594,2015-09-04,GOOGL,36,Friday,31.307986740952465,2015,9,36
2015-09-08 00:00:00-04:00,31.85892885491137,32.05972427104416,31.456344530321896,32.002071380615234,2015-09-08,GOOGL,37,Tuesday,31.844267259223166,2015,9,37
2015-09-09 00:00:00-04:00,32.39969124403961,32.67205605226964,31.853960551252083,31.978715896606445,2015-09-09,GOOGL,37,Wednesday,32.22610593604195,2015,9,37
2015-09-10 00:00:00-04:00,32.003063406796905,32.54978372436747,31.893718584891737,32.35992431640625,2015-09-10,GOOGL,37,Thursday,32.20162250811559,2015,9,37
2015-09-11 00:00:00-04:00,32.31668749863175,32.57016456234508,32.17751893633419,32.56966781616211,2015-09-11,GOOGL,37,Friday,32.40850970336828,2015,9,37
2015-09-14 00:00:00-04:00,32.58607513808827,32.600488362774804,32.28139905886872,32.42901611328125,2015-09-14,GOOGL,38,Monday,32.47424466825326,2015,9,38
2015-09-15 00:00:00-04:00,32.639748565739865,33.24313215386589,32.47225408684245,33.055259704589844,2015-09-15,GOOGL,38,Tuesday,32.85259862775951,2015,9,38
2015-09-16 00:00:00-04:00,33.079115513308686,33.20436381515422,32.91261452373147,33.0776252746582,2015-09-16,GOOGL,38,Wednesday,33.06842978171314,2015,9,38
2015-09-17 00:00:00-04:00,33.17553567047186,33.896212011429846,33.05177761360462,33.3832893371582,2015-09-17,GOOGL,38,Thursday,33.376703658166136,2015,9,38
2015-09-18 00:00:00-04:00,33.05475809875502,33.2923354967628,32.80475825400289,32.848995208740234,2015-09-18,GOOGL,38,Friday,33.000211764565236,2015,9,38
2015-09-21 00:00:00-04:00,33.07712502565253,33.250584235852244,32.70386389072753,33.150184631347656,2015-09-21,GOOGL,39,Monday,33.045439445894985,2015,9,39
2015-09-22 00:00:00-04:00,32.67752205271167,32.74462070623593,32.05922853184455,32.465293884277344,2015-09-22,GOOGL,39,Tuesday,32.48666629376737,2015,9,39
2015-09-23 00:00:00-04:00,32.45038785971985,32.81718755698147,32.34253325479265,32.46977233886719,2015-09-23,GOOGL,39,Wednesday,32.51997025259029,2015,9,39
2015-09-24 00:00:00-04:00,32.255058826398056,32.64273322244607,31.917085595389775,32.55028533935547,2015-09-24,GOOGL,39,Thursday,32.34129074589734,2015,9,39
2015-09-25 00:00:00-04:00,32.73269032600594,32.73269032600594,31.792328981668298,31.816682815551758,2015-09-25,GOOGL,39,Friday,32.268598112307984,2015,9,39
2015-09-28 00:00:00-04:00,31.762010672966674,31.950880391677636,30.707833776772038,31.02642250061035,2015-09-28,GOOGL,40,Monday,31.361786835506674,2015,9,40
2015-09-29 00:00:00-04:00,31.088549331894498,31.544812575137453,30.717277081324873,30.94491195678711,2015-09-29,GOOGL,40,Tuesday,31.073887736285982,2015,9,40
2015-09-30 00:00:00-04:00,31.403162158162875,31.774933050555674,31.26996214044514,31.728214263916016,2015-09-30,GOOGL,40,Wednesday,31.544067903269926,2015,9,40
2015-10-01 00:00:00-04:00,31.706845250957116,32.000088578919346,31.367878518386654,31.908634185791016,2015-10-01,GOOGL,40,Thursday,31.745861633513535,2015,10,40
2015-10-02 00:00:00-04:00,31.71032177196145,32.65416038144008,31.48616600344121,32.653663635253906,2015-10-02,GOOGL,40,Friday,32.12607794802416,2015,10,40
2015-10-05 00:00:00-04:00,32.88279583602558,33.450887723887114,32.59800098078518,33.3837890625,2015-10-05,GOOGL,41,Monday,33.078868400799465,2015,10,41
2015-10-06 00:00:00-04:00,33.26797845390429,33.737661439383416,32.95634796608593,33.381797790527344,2015-10-06,GOOGL,41,Tuesday,33.335946412475245,2015,10,41
2015-10-07 00:00:00-04:00,33.66808233072298,33.734684243799556,32.709331789931866,33.300289154052734,2015-10-07,GOOGL,41,Wednesday,33.35309687962678,2015,10,41
2015-10-08 00:00:00-04:00,33.27295134064056,33.394225667750796,32.529409499696186,33.151180267333984,2015-10-08,GOOGL,41,Thursday,33.08694169385538,2015,10,41
2015-10-09 00:00:00-04:00,33.17553718995164,33.50356791323378,32.92056607971212,33.36191940307617,2015-10-09,GOOGL,41,Friday,33.24039764649343,2015,10,41
2015-10-12 00:00:00-04:00,33.260027810229815,33.69690660286031,33.163109216152435,33.619869232177734,2015-10-12,GOOGL,42,Monday,33.43497821535507,2015,10,42
2015-10-13 00:00:00-04:00,33.51201716512605,34.21778350520264,33.45485722804008,33.95486068725586,2015-10-13,GOOGL,42,Tuesday,33.78487964640616,2015,10,42
2015-10-14 00:00:00-04:00,33.982694914960696,34.29631239764068,33.74263378767242,33.817684173583984,2015-10-14,GOOGL,42,Wednesday,33.959831318464445,2015,10,42
2015-10-15 00:00:00-04:00,34.05823956601831,34.50108307249546,34.01549664522359,34.44442367553711,2015-10-15,GOOGL,42,Thursday,34.25481073981862,2015,10,42
2015-10-16 00:00:00-04:00,34.56272028511907,34.603476229044276,34.24959951198694,34.55874252319336,2015-10-16,GOOGL,42,Friday,34.493634637335916,2015,10,42
2015-10-19 00:00:00-04:00,34.4931332898905,34.80327354417435,34.40416642825865,34.78886032104492,2015-10-19,GOOGL,43,Monday,34.622358395842106,2015,10,43
2015-10-20 00:00:00-04:00,34.68647023471182,34.69193823409595,33.48318426205557,33.79730224609375,2015-10-20,GOOGL,43,Tuesday,34.164723744239275,2015,10,43
2015-10-21 00:00:00-04:00,33.956853668866266,34.040849289802914,33.335082825084804,33.38975524902344,2015-10-21,GOOGL,43,Wednesday,33.68063525819436,2015,10,43
2015-10-22 00:00:00-04:00,33.5706649606023,34.19740697458429,33.384779502612865,33.853965759277344,2015-10-22,GOOGL,43,Thursday,33.7517042992692,2015,10,43
2015-10-23 00:00:00-04:00,37.27942191445594,37.40069624205671,35.68299718357894,35.75208282470703,2015-10-23,GOOGL,43,Friday,36.52879954119965,2015,10,43
2015-10-26 00:00:00-04:00,35.78637450707367,36.52842605509458,35.78637450707367,36.33806610107422,2015-10-26,GOOGL,44,Monday,36.109810292579034,2015,10,44
2015-10-27 00:00:00-04:00,36.11192084813092,36.57862333735529,35.991147070074945,36.42255783081055,2015-10-27,GOOGL,44,Tuesday,36.27606227159292,2015,10,44
2015-10-28 00:00:00-04:00,36.431512079308874,36.64870772933416,36.14671723145893,36.6263427734375,2015-10-28,GOOGL,44,Wednesday,36.46331995338487,2015,10,44
2015-10-29 00:00:00-04:00,36.61192441690009,37.116895321327036,36.53886102086574,37.02047348022461,2015-10-29,GOOGL,44,Thursday,36.822038559829366,2015,10,44
2015-10-30 00:00:00-04:00,37.05576554256343,37.09304046798285,36.60695723912577,36.64970016479492,2015-10-30,GOOGL,44,Friday,36.85136585361674,2015,10,44
2015-11-02 00:00:00-05:00,36.507550198516796,37.18598029728534,36.35446517105996,37.16411209106445,2015-11-02,GOOGL,45,Monday,36.80302693948164,2015,11,45
2015-11-03 00:00:00-05:00,37.049300762347656,37.360931245460215,36.83707259950368,37.21779251098633,2015-11-03,GOOGL,45,Tuesday,37.11627427957447,2015,11,45
2015-11-04 00:00:00-05:00,37.27146811769379,37.76848730931189,37.23667692595874,37.54035568237305,2015-11-04,GOOGL,45,Wednesday,37.454247008834365,2015,11,45
2015-11-05 00:00:00-05:00,37.714318617758074,38.08907385743579,37.64772049094854,37.806766510009766,2015-11-05,GOOGL,45,Thursday,37.81446986903804,2015,11,45
2015-11-06 00:00:00-05:00,37.743143801444845,37.923561261487094,37.52644111735113,37.85298538208008,2015-11-06,GOOGL,45,Friday,37.761532890590786,2015,11,45
2015-11-09 00:00:00-05:00,37.69989766554799,37.937475048900495,37.23220546712284,37.51351547241211,2015-11-09,GOOGL,46,Monday,37.595773413495856,2015,11,46
2015-11-10 00:00:00-05:00,37.449407568675376,37.80328428618592,37.19742071110834,37.686981201171875,2015-11-10,GOOGL,46,Tuesday,37.53427344178538,2015,11,46
2015-11-11 00:00:00-05:00,37.89174753252998,38.22474947133288,37.761031246183066,38.034393310546875,2015-11-11,GOOGL,46,Wednesday,37.977980390148204,2015,11,46
2015-11-12 00:00:00-05:00,37.78240889251649,38.06173574844665,37.56769696708129,37.60099792480469,2015-11-12,GOOGL,46,Thursday,37.75320988321228,2015,11,46
2015-11-13 00:00:00-05:00,37.47723537084571,37.54134975547311,36.75307803342782,36.782901763916016,2015-11-13,GOOGL,46,Friday,37.13864123091566,2015,11,46
2015-11-16 00:00:00-05:00,36.78986280521121,37.36143189439476,36.497612975895166,37.29731750488281,2015-11-16,GOOGL,47,Monday,36.98655629509599,2015,11,47
2015-11-17 00:00:00-05:00,37.399207601193126,37.52246891885316,36.9807159750037,37.07664108276367,2015-11-17,GOOGL,47,Tuesday,37.24475839445341,2015,11,47
2015-11-18 00:00:00-05:00,37.25506888623245,37.828131968511144,37.14671754686641,37.773956298828125,2015-11-18,GOOGL,47,Wednesday,37.50096867510953,2015,11,47
2015-11-19 00:00:00-05:00,37.762525586338114,37.93399782788623,37.63578704743358,37.77048110961914,2015-11-19,GOOGL,47,Thursday,37.77569789281927,2015,11,47
2015-11-20 00:00:00-05:00,38.235682249033204,38.733694876806176,37.97723396701086,38.618385314941406,2015-11-20,GOOGL,47,Friday,38.391249101947906,2015,11,47
2015-11-23 00:00:00-05:00,38.64175731966631,38.911638414470744,38.44493584175612,38.603485107421875,2015-11-23,GOOGL,48,Monday,38.650454170828766,2015,11,48
2015-11-24 00:00:00-05:00,38.417597951855775,38.56819547913848,37.67952407786958,38.25209045410156,2015-11-24,GOOGL,48,Tuesday,38.22935199074135,2015,11,48
2015-11-25 00:00:00-05:00,38.354473582033485,38.419585250341534,38.098012254057345,38.233699798583984,2015-11-25,GOOGL,48,Wednesday,38.276442721254085,2015,11,48
2015-11-27 00:00:00-05:00,38.22872761910473,38.46928547978629,38.12136977690015,38.36838912963867,2015-11-27,GOOGL,48,Friday,38.29694300135746,2015,11,48
2015-11-30 00:00:00-05:00,38.36342314093076,38.520482164543196,37.82912896325776,37.91511535644531,2015-11-30,GOOGL,49,Monday,38.15703740629426,2015,11,49
