Date_add,Symbol,Open,High,Low,Close,Capital Gains
2014-06-09 00:00:00-04:00,XLG,11.529190756301945,11.56247227592852,11.507855718472173,11.546257972717285,0.0
2014-06-10 00:00:00-04:00,XLG,11.533459545579333,11.56332778930664,11.530899177874534,11.56332778930664,0.0
2014-06-11 00:00:00-04:00,XLG,11.507858834566958,11.544554458491815,11.503591825845586,11.529193878173828,0.0
2014-06-12 00:00:00-04:00,XLG,11.508711388679059,11.512124669768736,11.42251993730008,11.437880516052246,0.0
2014-06-13 00:00:00-04:00,XLG,11.455801425044482,11.483963028563672,11.44641449515429,11.464335441589355,0.0
2014-06-16 00:00:00-04:00,XLG,11.471161245160728,11.483961454374809,11.440439278119634,11.47628116607666,0.0
2014-06-17 00:00:00-04:00,XLG,11.451533342051903,11.488228958672101,11.451533342051903,11.481402397155762,0.0
2014-06-18 00:00:00-04:00,XLG,11.5010298187627,11.558205932967503,11.466894570120742,11.557353019714355,0.0
2014-06-19 00:00:00-04:00,XLG,11.565891890771118,11.566744804382324,11.531755813950095,11.566744804382324,0.0
2014-06-20 00:00:00-04:00,XLG,11.581145632743006,11.594865978892065,11.576001116255718,11.583718299865723,0.0
2014-06-23 00:00:00-04:00,XLG,11.567425680656076,11.577715531011897,11.554563981029885,11.576858520507812,0.0
2014-06-24 00:00:00-04:00,XLG,11.55971020291581,11.60858679487797,11.500543759079603,11.514264106750488,0.0
2014-06-25 00:00:00-04:00,XLG,11.490255496523213,11.569143826630476,11.490255496523213,11.562284469604492,0.0
2014-06-26 00:00:00-04:00,XLG,11.56742410172371,11.56742410172371,11.48682096640372,11.542557716369629,0.0
2014-06-27 00:00:00-04:00,XLG,11.542561535130387,11.58029044859536,11.519409162890746,11.577717781066895,0.0
2014-06-30 00:00:00-04:00,XLG,11.56999823155359,11.591434942554152,11.552848208546656,11.555420875549316,0.0
2014-07-01 00:00:00-04:00,XLG,11.592292602352599,11.661748886108398,11.592292602352599,11.661748886108398,0.0
2014-07-02 00:00:00-04:00,XLG,11.66003447436005,11.682329015670215,11.614588381165202,11.670324325561523,0.0
2014-07-03 00:00:00-04:00,XLG,11.726059863048034,11.733777046203613,11.706337991037532,11.733777046203613,0.0
2014-07-07 00:00:00-04:00,XLG,11.695190199996583,11.729489427502795,11.695190199996583,11.714055061340332,0.0
2014-07-08 00:00:00-04:00,XLG,11.696048658331312,11.696048658331312,11.61973219836818,11.630022048950195,0.0
2014-07-09 00:00:00-04:00,XLG,11.668609438736702,11.693476647184664,11.645457886947094,11.679757118225098,0.0
2014-07-10 00:00:00-04:00,XLG,11.594867477939339,11.666895624622434,11.585434636522564,11.64888858795166,0.0
2014-07-11 00:00:00-04:00,XLG,11.636881548211223,11.664320603002604,11.628306536929635,11.663463592529297,0.0
2014-07-14 00:00:00-04:00,XLG,11.721776247789444,11.758648154835052,11.721776247789444,11.73978328704834,0.0
2014-07-15 00:00:00-04:00,XLG,11.74920955208743,11.76292989525602,11.679754096927038,11.726058006286621,0.0
2014-07-16 00:00:00-04:00,XLG,11.78265428367401,11.793801144904352,11.758644904631907,11.7817964553833,0.0
2014-07-17 00:00:00-04:00,XLG,11.754359599802317,11.792088514253814,11.649747052169785,11.660036087036133,0.0
2014-07-18 00:00:00-04:00,XLG,11.70376675996015,11.772365224049553,11.675469873079317,11.769792556762695,0.0
2014-07-21 00:00:00-04:00,XLG,11.732920466196068,11.756072835884025,11.703766569200262,11.744068145751953,0.0
