Date,Symbol,Buy_Price,Buy_Level
2018-10-10 00:00:00-04:00,XLG,19.12003230818353,1.0000000000000009%
2018-10-10 00:00:00-04:00,XLG,18.926900668706928,2.0000000000000018%
2018-10-10 00:00:00-04:00,XLG,18.733769029230324,3.0000000000000027%
2018-10-11 00:00:00-04:00,XLG,18.381053538623313,1.0000000000000009%
2018-10-11 00:00:00-04:00,XLG,18.19538633116247,2.0000000000000018%
2018-10-12 00:00:00-04:00,XLG,18.499292465431186,1.0000000000000009%
2018-10-18 00:00:00-04:00,XLG,18.65632595272055,1.0000000000000009%
2018-10-24 00:00:00-04:00,XLG,18.310850702486487,1.0000000000000009%
2018-10-24 00:00:00-04:00,XLG,18.125892614582582,2.0000000000000018%
2018-10-24 00:00:00-04:00,XLG,17.940934526678678,3.0000000000000027%
2018-10-26 00:00:00-04:00,XLG,17.87116693979019,1.0000000000000009%
2018-10-29 00:00:00-04:00,XLG,18.036513832515965,1.0000000000000009%
2018-10-29 00:00:00-04:00,XLG,17.85432682410671,2.0000000000000018%
2018-10-29 00:00:00-04:00,XLG,17.67213981569746,3.0000000000000027%
2018-11-02 00:00:00-04:00,XLG,18.28868187411444,1.0000000000000009%
2018-11-09 00:00:00-05:00,XLG,18.60551690059744,1.0000000000000009%
2018-11-12 00:00:00-05:00,XLG,18.433706684317777,1.0000000000000009%
2018-11-12 00:00:00-05:00,XLG,18.247507626900425,2.0000000000000018%
2018-11-14 00:00:00-05:00,XLG,18.218481186152715,1.0000000000000009%
2018-11-14 00:00:00-05:00,XLG,18.034456123666324,2.0000000000000018%
2018-11-19 00:00:00-05:00,XLG,18.077154665826082,1.0000000000000009%
2018-11-19 00:00:00-05:00,XLG,17.89455714394905,2.0000000000000018%
2018-12-03 00:00:00-05:00,XLG,18.61475959670299,1.0000000000000009%
2018-12-04 00:00:00-05:00,XLG,18.440175804042205,1.0000000000000009%
2018-12-04 00:00:00-05:00,XLG,18.25391140198117,2.0000000000000018%
2018-12-07 00:00:00-05:00,XLG,17.84253061698604,1.0000000000000009%
2018-12-07 00:00:00-05:00,XLG,17.66230303499628,2.0000000000000018%
2018-12-10 00:00:00-05:00,XLG,17.41669419461366,1.0000000000000009%
2018-12-11 00:00:00-05:00,XLG,17.749231398667078,1.0000000000000009%
2018-12-14 00:00:00-05:00,XLG,17.47396896653537,1.0000000000000009%
2018-12-17 00:00:00-05:00,XLG,17.179298674037,1.0000000000000009%
2018-12-17 00:00:00-05:00,XLG,17.005770404602284,2.0000000000000018%
2018-12-18 00:00:00-05:00,XLG,17.05274896750796,1.0000000000000009%
2018-12-19 00:00:00-05:00,XLG,16.971465194330012,1.0000000000000009%
2018-12-19 00:00:00-05:00,XLG,16.800036252973143,2.0000000000000018%
2018-12-20 00:00:00-05:00,XLG,16.60105305289309,1.0000000000000009%
2018-12-20 00:00:00-05:00,XLG,16.43336564831841,2.0000000000000018%
2018-12-21 00:00:00-05:00,XLG,16.388597827231667,1.0000000000000009%
2018-12-21 00:00:00-05:00,XLG,16.22305643503741,2.0000000000000018%
2018-12-24 00:00:00-05:00,XLG,15.856057337487593,1.0000000000000009%
2018-12-27 00:00:00-05:00,XLG,16.22962312677536,1.0000000000000009%
2018-12-28 00:00:00-05:00,XLG,16.669167125610347,1.0000000000000009%
2019-01-03 00:00:00-05:00,XLG,16.588319740116273,1.0000000000000009%
2019-01-03 00:00:00-05:00,XLG,16.420760954862573,2.0000000000000018%
2019-01-08 00:00:00-05:00,XLG,17.16446406614067,1.0000000000000009%
2019-01-22 00:00:00-05:00,XLG,17.584491040965155,1.0000000000000009%
2019-01-23 00:00:00-05:00,XLG,17.517584236159436,1.0000000000000009%
2019-02-07 00:00:00-05:00,XLG,17.954339735618667,1.0000000000000009%
2019-03-04 00:00:00-05:00,XLG,18.626196391950636,1.0000000000000009%
2019-03-07 00:00:00-05:00,XLG,18.412466825267806,1.0000000000000009%
2019-03-22 00:00:00-04:00,XLG,19.041663782967593,1.0000000000000009%
