Date_add,Symbol,Open,High,Low,Close,Capital Gains
2014-06-09 00:00:00-04:00,XLG,85.56016574342888,85.689194440403,85.24682942105112,85.47722625732422,0.0
2014-06-10 00:00:00-04:00,XLG,85.40351637967723,85.67077761231704,85.30214118691197,85.62470245361328,0.0
2014-06-11 00:00:00-04:00,XLG,85.32976793540168,85.72605077052461,85.24682845024154,85.60624694824219,0.0
2014-06-12 00:00:00-04:00,XLG,85.42193817499248,85.51409550856646,84.53721511660532,84.83212280273438,0.0
2014-06-13 00:00:00-04:00,XLG,85.20076698617632,85.29293136696695,84.71232670506835,85.08096313476562,0.0
2014-06-16 00:00:00-04:00,XLG,84.93348411523245,85.4034885490866,84.74916244701765,85.1546630859375,0.0
2014-06-17 00:00:00-04:00,XLG,85.09017388980813,85.43115675816625,84.95193436129466,85.20075988769531,0.0
2014-06-18 00:00:00-04:00,XLG,85.28367179124712,85.79975832159634,84.76758526089789,85.6799545288086,0.0
2014-06-19 00:00:00-04:00,XLG,85.80901715073831,85.86431015364482,85.23763033980269,85.62470245361328,0.0
2014-06-20 00:00:00-04:00,XLG,85.66070339531876,85.81779958460133,85.50361425608286,85.72538757324219,0.0
2014-06-23 00:00:00-04:00,XLG,85.71618332025533,85.77162490728372,85.48516730757142,85.74390411376953,0.0
2014-06-24 00:00:00-04:00,XLG,85.73464762930628,86.46465895729392,85.41122667388089,85.66072082519531,0.0
2014-06-25 00:00:00-04:00,XLG,85.46667858678154,86.35377919323933,85.45744302268695,86.2059326171875,0.0
2014-06-26 00:00:00-04:00,XLG,86.2613712148977,86.27061382872117,85.58680845680624,86.25212860107422,0.0
2014-06-27 00:00:00-04:00,XLG,86.14124393074214,86.64947488137707,86.1135231398046,86.63099670410156,0.0
2014-06-30 00:00:00-04:00,XLG,86.61252256668517,86.99138514391711,86.55707393217524,86.77885437011719,0.0
2014-07-01 00:00:00-04:00,XLG,87.08376486063844,87.96162964343522,87.04680146504256,87.7306137084961,0.0
2014-07-02 00:00:00-04:00,XLG,87.78606639883827,88.00783975046407,87.7029040357465,87.87847137451172,0.0
2014-07-03 00:00:00-04:00,XLG,88.16495000616273,88.43292236328125,87.92469139110769,88.43292236328125,0.0
2014-07-07 00:00:00-04:00,XLG,88.3312875453052,88.44217777985543,87.99863094175429,88.16496276855469,0.0
2014-07-08 00:00:00-04:00,XLG,87.99862292305224,88.06330712479983,86.74189524619939,87.10227966308594,0.0
2014-07-09 00:00:00-04:00,XLG,87.33328142461349,87.85075495414816,87.08378022283921,87.74910736083984,0.0
