Date,Weekday,Symbol,Strategy,Buy_Price,Dollars_Invested,Shares_Purchased,Cumulative_Shares,Cumulative_Invested,Cumulative_Value,Close_Price
2016-10-31,Monday,XLG,DCA_Weekly,13.38,25.00,1.86807901,119.64816106,1525.00,1598.34,13.36
2016-11-07,Monday,XLG,DCA_Weekly,13.31,25.00,1.87794942,121.52611048,1550.00,1625.92,13.38
2016-11-14,Monday,XLG,DCA_Weekly,13.54,25.00,1.84615524,123.37226572,1575.00,1663.69,13.49
2016-11-21,Monday,XLG,DCA_Weekly,13.69,25.00,1.82574854,125.19801425,1600.00,1716.40,13.71
2016-11-28,Monday,XLG,DCA_Weekly,13.74,25.00,1.81885959,127.01687384,1625.00,1743.37,13.73
2016-12-05,Monday,XLG,DCA_Weekly,13.71,25.00,1.82287403,128.83974788,1650.00,1767.47,13.72
2016-12-12,Monday,XLG,DCA_Weekly,14.10,25.00,1.77325811,130.61300599,1675.00,1841.80,14.10
2016-12-19,Monday,XLG,DCA_Weekly,14.20,25.00,1.76039029,132.37339627,1700.00,1879.50,14.20
2016-12-27,Tuesday,XLG,DCA_Weekly,14.23,25.00,1.75640730,134.12980357,1725.00,1911.04,14.25
2017-01-03,Tuesday,XLG,DCA_Weekly,14.17,25.00,1.76391751,135.89372108,1750.00,1929.24,14.20
2017-01-09,Monday,XLG,DCA_Weekly,14.30,25.00,1.74860504,137.64232612,1775.00,1967.98,14.30
2017-01-17,Tuesday,XLG,DCA_Weekly,14.24,25.00,1.75585546,139.39818158,1800.00,1984.36,14.24
2017-01-23,Monday,XLG,DCA_Weekly,14.22,25.00,1.75809234,141.15627393,1825.00,2008.12,14.23
2017-01-30,Monday,XLG,DCA_Weekly,14.30,25.00,1.74811288,142.90438681,1850.00,2044.88,14.31
2017-02-06,Monday,XLG,DCA_Weekly,14.40,25.00,1.73622155,144.64060836,1875.00,2082.14,14.40
2017-02-13,Monday,XLG,DCA_Weekly,14.59,25.00,1.71346862,146.35407698,1900.00,2139.14,14.62
2017-02-21,Tuesday,XLG,DCA_Weekly,14.87,25.00,1.68072733,148.03480431,1925.00,2205.29,14.90
2017-02-27,Monday,XLG,DCA_Weekly,14.95,25.00,1.67187932,149.70668362,1950.00,2240.37,14.97
2017-03-06,Monday,XLG,DCA_Weekly,15.06,25.00,1.65969262,151.36637624,1975.00,2281.86,15.08
2017-03-13,Monday,XLG,DCA_Weekly,15.10,25.00,1.65534255,153.02171879,2000.00,2310.10,15.10
2017-03-20,Monday,XLG,DCA_Weekly,15.11,25.00,1.65464004,154.67635883,2025.00,2336.97,15.11
2017-03-27,Monday,XLG,DCA_Weekly,14.83,25.00,1.68549064,156.36184947,2050.00,2328.72,14.89
2017-04-03,Monday,XLG,DCA_Weekly,14.99,25.00,1.66725854,158.02910801,2075.00,2371.73,15.01
2017-04-10,Monday,XLG,DCA_Weekly,14.99,25.00,1.66800808,159.69711609,2100.00,2388.58,14.96
2017-04-17,Monday,XLG,DCA_Weekly,14.87,25.00,1.68080657,161.37792266,2125.00,2407.77,14.92
2017-04-24,Monday,XLG,DCA_Weekly,15.06,25.00,1.66054086,163.03846351,2150.00,2455.40,15.06
2017-05-01,Monday,XLG,DCA_Weekly,15.23,25.00,1.64175036,164.68021387,2175.00,2510.47,15.24
2017-05-08,Monday,XLG,DCA_Weekly,15.30,25.00,1.63350844,166.31372231,2200.00,2548.07,15.32
2017-05-15,Monday,XLG,DCA_Weekly,15.30,25.00,1.63367644,167.94739875,2225.00,2572.35,15.32
2017-05-22,Monday,XLG,DCA_Weekly,15.24,25.00,1.64070943,169.58810818,2250.00,2587.42,15.26
2017-05-30,Tuesday,XLG,DCA_Weekly,15.40,25.00,1.62375932,171.21186749,2275.00,2636.66,15.40
2017-06-05,Monday,XLG,DCA_Weekly,15.52,25.00,1.61031894,172.82218643,2300.00,2683.66,15.53
2017-06-12,Monday,XLG,DCA_Weekly,15.43,25.00,1.62066137,174.44284780,2325.00,2693.00,15.44
2017-06-19,Monday,XLG,DCA_Weekly,15.60,25.00,1.60254689,176.04539469,2350.00,2750.63,15.62
2017-06-26,Monday,XLG,DCA_Weekly,15.60,25.00,1.60226840,177.64766309,2375.00,2765.40,15.57
2017-07-03,Monday,XLG,DCA_Weekly,15.48,25.00,1.61448350,179.26214659,2400.00,2772.57,15.47
2017-07-10,Monday,XLG,DCA_Weekly,15.48,25.00,1.61497837,180.87712495,2425.00,2802.77,15.50
2017-07-17,Monday,XLG,DCA_Weekly,15.68,25.00,1.59421961,182.47134457,2450.00,2860.26,15.68
2017-07-24,Monday,XLG,DCA_Weekly,15.76,25.00,1.58640993,184.05775449,2475.00,2901.08,15.76
2017-07-31,Monday,XLG,DCA_Weekly,15.79,25.00,1.58366556,185.64142005,2500.00,2928.22,15.77
2017-08-07,Monday,XLG,DCA_Weekly,15.90,25.00,1.57278110,187.21420115,2525.00,2978.55,15.91
2017-08-14,Monday,XLG,DCA_Weekly,15.84,25.00,1.57818202,188.79238317,2550.00,2994.28,15.86
2017-08-21,Monday,XLG,DCA_Weekly,15.62,25.00,1.60090187,190.39328504,2575.00,2977.56,15.64
2017-08-28,Monday,XLG,DCA_Weekly,15.74,25.00,1.58793390,191.98121894,2600.00,3020.25,15.73
2017-09-05,Tuesday,XLG,DCA_Weekly,15.86,25.00,1.57656428,193.55778322,2625.00,3064.62,15.83
2017-09-11,Monday,XLG,DCA_Weekly,15.95,25.00,1.56754914,195.12533235,2650.00,3117.10,15.97
2017-09-18,Monday,XLG,DCA_Weekly,16.09,25.00,1.55341060,196.67874295,2675.00,3165.01,16.09
2017-09-25,Monday,XLG,DCA_Weekly,16.01,25.00,1.56160132,198.24034427,2700.00,3169.98,15.99
2017-10-02,Monday,XLG,DCA_Weekly,16.19,25.00,1.54437371,199.78471798,2725.00,3237.11,16.20
2017-10-09,Monday,XLG,DCA_Weekly,16.37,25.00,1.52735192,201.31206990,2750.00,3291.83,16.35
2017-10-16,Monday,XLG,DCA_Weekly,16.41,25.00,1.52338223,202.83545214,2775.00,3330.36,16.42
2017-10-23,Monday,XLG,DCA_Weekly,16.47,25.00,1.51759017,204.35304230,2800.00,3358.06,16.43
2017-10-30,Monday,XLG,DCA_Weekly,16.59,25.00,1.50673531,205.85977762,2825.00,3419.82,16.61
2017-11-06,Monday,XLG,DCA_Weekly,16.72,25.00,1.49548640,207.35526402,2850.00,3468.37,16.73
2017-11-13,Monday,XLG,DCA_Weekly,16.65,25.00,1.50153921,208.85680322,2875.00,3480.79,16.67
2017-11-20,Monday,XLG,DCA_Weekly,16.60,25.00,1.50603522,210.36283845,2900.00,3492.71,16.60
2017-11-27,Monday,XLG,DCA_Weekly,16.81,25.00,1.48706923,211.84990767,2925.00,3562.40,16.82
2017-12-04,Monday,XLG,DCA_Weekly,17.11,25.00,1.46111493,213.31102261,2950.00,3635.37,17.04
2017-12-11,Monday,XLG,DCA_Weekly,17.19,25.00,1.45428753,214.76531014,2975.00,3698.56,17.22
2017-12-18,Monday,XLG,DCA_Weekly,17.49,25.00,1.42972993,216.19504007,3000.00,3781.24,17.49
2017-12-26,Tuesday,XLG,DCA_Weekly,17.37,25.00,1.43953285,217.63457292,3025.00,3780.60,17.37
2018-01-02,Tuesday,XLG,DCA_Weekly,17.43,25.00,1.43403308,219.06860600,3050.00,3826.10,17.47
2018-01-08,Monday,XLG,DCA_Weekly,17.78,25.00,1.40590516,220.47451117,3075.00,3924.08,17.80
2018-01-16,Tuesday,XLG,DCA_Weekly,18.11,25.00,1.38056199,221.85507315,3100.00,4001.08,18.03
2018-01-22,Monday,XLG,DCA_Weekly,18.30,25.00,1.36576574,223.22083889,3125.00,4108.00,18.40
2018-01-29,Monday,XLG,DCA_Weekly,18.59,25.00,1.34516376,224.56600264,3150.00,4164.92,18.55
2018-02-05,Monday,XLG,DCA_Weekly,17.48,25.00,1.43002796,225.99603060,3175.00,3881.10,17.17
2018-02-12,Monday,XLG,DCA_Weekly,17.23,25.00,1.45110276,227.44713336,3200.00,3929.88,17.28
2018-02-20,Tuesday,XLG,DCA_Weekly,17.73,25.00,1.40997470,228.85710806,3225.00,4051.35,17.70
2018-02-26,Monday,XLG,DCA_Weekly,18.09,25.00,1.38188430,230.23899236,3250.00,4184.85,18.18
2018-03-05,Monday,XLG,DCA_Weekly,17.64,25.00,1.41697528,231.65596764,3275.00,4122.03,17.79
2018-03-12,Monday,XLG,DCA_Weekly,18.26,25.00,1.36943499,233.02540263,3300.00,4250.16,18.24
2018-03-19,Monday,XLG,DCA_Weekly,17.70,25.00,1.41211126,234.43751389,3325.00,4140.82,17.66
2018-03-26,Monday,XLG,DCA_Weekly,17.07,25.00,1.46470410,235.90221798,3350.00,4059.94,17.21
2018-04-02,Monday,XLG,DCA_Weekly,16.79,25.00,1.48869138,237.39090937,3375.00,3958.79,16.68
2018-04-09,Monday,XLG,DCA_Weekly,17.04,25.00,1.46702636,238.85793572,3400.00,4062.68,17.01
2018-04-16,Monday,XLG,DCA_Weekly,17.34,25.00,1.44208696,240.30002269,3425.00,4173.71,17.37
2018-04-23,Monday,XLG,DCA_Weekly,17.27,25.00,1.44719036,241.74721304,3450.00,4173.60,17.26
2018-04-30,Monday,XLG,DCA_Weekly,17.27,25.00,1.44742094,243.19463399,3475.00,4181.66,17.19
2018-05-07,Monday,XLG,DCA_Weekly,17.42,25.00,1.43478998,244.62942396,3500.00,4257.42,17.40
2018-05-14,Monday,XLG,DCA_Weekly,17.86,25.00,1.39958420,246.02900816,3525.00,4386.57,17.83
2018-05-21,Monday,XLG,DCA_Weekly,17.78,25.00,1.40596479,247.43497295,3550.00,4402.34,17.79
2018-05-29,Tuesday,XLG,DCA_Weekly,17.54,25.00,1.42523743,248.86021038,3575.00,4359.09,17.52
2018-06-04,Monday,XLG,DCA_Weekly,17.92,25.00,1.39504172,250.25525210,3600.00,4488.28,17.93
2018-06-11,Monday,XLG,DCA_Weekly,18.16,25.00,1.37648493,251.63173702,3625.00,4569.44,18.16
2018-06-18,Monday,XLG,DCA_Weekly,18.03,25.00,1.38652591,253.01826293,3650.00,4573.72,18.08
2018-06-25,Monday,XLG,DCA_Weekly,17.70,25.00,1.41267870,254.43094164,3675.00,4494.68,17.67
2018-07-02,Monday,XLG,DCA_Weekly,17.70,25.00,1.41205499,255.84299662,3700.00,4554.91,17.80
2018-07-09,Monday,XLG,DCA_Weekly,18.14,25.00,1.37798763,257.22098425,3725.00,4677.84,18.19
2018-07-16,Monday,XLG,DCA_Weekly,18.37,25.00,1.36077911,258.58176335,3750.00,4752.05,18.38
2018-07-23,Monday,XLG,DCA_Weekly,18.40,25.00,1.35846693,259.94023028,3775.00,4795.18,18.45
2018-07-30,Monday,XLG,DCA_Weekly,18.42,25.00,1.35728036,261.29751064,3800.00,4794.99,18.35
2018-08-06,Monday,XLG,DCA_Weekly,18.76,25.00,1.33284334,262.63035398,3825.00,4937.06,18.80
2018-08-13,Monday,XLG,DCA_Weekly,18.72,25.00,1.33564254,263.96599652,3850.00,4925.03,18.66
2018-08-20,Monday,XLG,DCA_Weekly,18.82,25.00,1.32856068,265.29455720,3875.00,4991.78,18.82
2018-08-27,Monday,XLG,DCA_Weekly,19.08,25.00,1.31031171,266.60486891,3900.00,5095.37,19.11
2018-09-04,Tuesday,XLG,DCA_Weekly,19.14,25.00,1.30600006,267.91086896,3925.00,5128.71,19.14
2018-09-10,Monday,XLG,DCA_Weekly,19.00,25.00,1.31600427,269.22687323,3950.00,5106.86,18.97
2018-09-17,Monday,XLG,DCA_Weekly,19.10,25.00,1.30917588,270.53604911,3975.00,5148.86,19.03
2018-09-24,Monday,XLG,DCA_Weekly,19.29,25.00,1.29630965,271.83235876,4000.00,5250.15,19.31
2018-10-01,Monday,XLG,DCA_Weekly,19.46,25.00,1.28488953,273.11724830,4025.00,5310.55,19.44
2018-10-08,Monday,XLG,DCA_Weekly,19.10,25.00,1.30888406,274.42613236,4050.00,5255.36,19.15
2018-10-15,Monday,XLG,DCA_Weekly,18.37,25.00,1.36091530,275.78704765,4075.00,5047.47,18.30
2018-10-22,Monday,XLG,DCA_Weekly,18.49,25.00,1.35193773,277.13898538,4100.00,5119.60,18.47
2018-10-29,Monday,XLG,DCA_Weekly,17.78,25.00,1.40620385,278.54518923,4125.00,4902.59,17.60
2018-11-05,Monday,XLG,DCA_Weekly,18.16,25.00,1.37696707,279.92215630,4150.00,5090.57,18.19
2018-11-12,Monday,XLG,DCA_Weekly,18.26,25.00,1.36912751,281.29128381,4175.00,5088.17,18.09
2018-11-19,Monday,XLG,DCA_Weekly,17.91,25.00,1.39586513,282.68714894,4200.00,5019.90,17.76
2018-11-26,Monday,XLG,DCA_Weekly,17.51,25.00,1.42742308,284.11457202,4225.00,4998.52,17.59
2018-12-03,Monday,XLG,DCA_Weekly,18.55,25.00,1.34784653,285.46241856,4250.00,5287.07,18.52
2018-12-10,Monday,XLG,DCA_Weekly,17.42,25.00,1.43484195,286.89726051,4275.00,5031.83,17.54
2018-12-17,Monday,XLG,DCA_Weekly,17.05,25.00,1.46600076,288.36326127,4300.00,4882.48,16.93
2018-12-24,Monday,XLG,DCA_Weekly,15.77,25.00,1.58481870,289.94807996,4325.00,4528.01,15.62
2018-12-31,Monday,XLG,DCA_Weekly,16.68,25.00,1.49837231,291.44645227,4350.00,4871.93,16.72
2019-01-07,Monday,XLG,DCA_Weekly,16.94,25.00,1.47563967,292.92209194,4375.00,4973.66,16.98
2019-01-14,Monday,XLG,DCA_Weekly,17.10,25.00,1.46198112,294.38407306,4400.00,5043.37,17.13
2019-01-22,Tuesday,XLG,DCA_Weekly,17.49,25.00,1.42953573,295.81360879,4425.00,5158.88,17.44
2019-01-28,Monday,XLG,DCA_Weekly,17.40,25.00,1.43663810,297.25024689,4450.00,5179.79,17.43
2019-02-04,Monday,XLG,DCA_Weekly,17.95,25.00,1.39311972,298.64336661,4475.00,5383.69,18.03
2019-02-11,Monday,XLG,DCA_Weekly,17.89,25.00,1.39720942,300.04057603,4500.00,5357.83,17.86
2019-02-19,Tuesday,XLG,DCA_Weekly,18.28,25.00,1.36758051,301.40815654,4525.00,5519.83,18.31
2019-02-25,Monday,XLG,DCA_Weekly,18.53,25.00,1.34920997,302.75736651,4550.00,5595.20,18.48
2019-03-04,Monday,XLG,DCA_Weekly,18.55,25.00,1.34778984,304.10515635,4575.00,5634.80,18.53
2019-03-11,Monday,XLG,DCA_Weekly,18.45,25.00,1.35502197,305.46017832,4600.00,5674.39,18.58
2019-03-18,Monday,XLG,DCA_Weekly,18.88,25.00,1.32390317,306.78408149,4625.00,5804.64,18.92
2019-03-25,Monday,XLG,DCA_Weekly,18.76,25.00,1.33281917,308.11690066,4650.00,5782.66,18.77
2019-04-01,Monday,XLG,DCA_Weekly,19.14,25.00,1.30607391,309.42297458,4675.00,5936.35,19.19
2019-04-08,Monday,XLG,DCA_Weekly,19.33,25.00,1.29302934,310.71600392,4700.00,6020.65,19.38
2019-04-15,Monday,XLG,DCA_Weekly,19.44,25.00,1.28610193,312.00210585,4725.00,6076.75,19.48
2019-04-22,Monday,XLG,DCA_Weekly,19.59,25.00,1.27630552,313.27841137,4750.00,6158.38,19.66
2019-04-29,Monday,XLG,DCA_Weekly,19.88,25.00,1.25778823,314.53619961,4775.00,6255.96,19.89
2019-05-06,Monday,XLG,DCA_Weekly,19.63,25.00,1.27372381,315.80992341,4800.00,6237.93,19.75
2019-05-13,Monday,XLG,DCA_Weekly,18.91,25.00,1.32238281,317.13230622,4825.00,5980.59,18.86
2019-05-20,Monday,XLG,DCA_Weekly,19.12,25.00,1.30739738,318.43970360,4850.00,6088.82,19.12
2019-05-28,Tuesday,XLG,DCA_Weekly,18.97,25.00,1.31758181,319.75728541,4875.00,6042.63,18.90
2019-06-03,Monday,XLG,DCA_Weekly,18.32,25.00,1.36451560,321.12180101,4900.00,5859.67,18.25
2019-06-10,Monday,XLG,DCA_Weekly,19.38,25.00,1.29031792,322.41211893,4925.00,6238.25,19.35
2019-06-17,Monday,XLG,DCA_Weekly,19.40,25.00,1.28860943,323.70072837,4950.00,6281.63,19.41
2019-06-24,Monday,XLG,DCA_Weekly,19.87,25.00,1.25810365,324.95883202,4975.00,6451.60,19.85
2019-07-01,Monday,XLG,DCA_Weekly,19.89,25.00,1.25712443,326.21595645,5000.00,6482.37,19.87
2019-07-08,Monday,XLG,DCA_Weekly,19.99,25.00,1.25085599,327.46681244,5025.00,6548.08,20.00
2019-07-15,Monday,XLG,DCA_Weekly,20.30,25.00,1.23163747,328.69844991,5050.00,6670.75,20.29
2019-07-22,Monday,XLG,DCA_Weekly,20.09,25.00,1.24447556,329.94292547,5075.00,6635.04,20.11
2019-07-29,Monday,XLG,DCA_Weekly,20.34,25.00,1.22899687,331.17192234,5100.00,6736.17,20.34
2019-08-05,Monday,XLG,DCA_Weekly,19.18,25.00,1.30322420,332.47514654,5125.00,6347.92,19.09
2019-08-12,Monday,XLG,DCA_Weekly,19.41,25.00,1.28770422,333.76285076,5150.00,6466.73,19.38
2019-08-19,Monday,XLG,DCA_Weekly,19.68,25.00,1.27033588,335.03318664,5175.00,6595.36,19.69
2019-08-26,Monday,XLG,DCA_Weekly,19.34,25.00,1.29251249,336.32569913,5200.00,6522.38,19.39
2019-09-03,Tuesday,XLG,DCA_Weekly,19.55,25.00,1.27891487,337.60461400,5225.00,6598.80,19.55
2019-09-09,Monday,XLG,DCA_Weekly,20.06,25.00,1.24629443,338.85090843,5250.00,6784.93,20.02
2019-09-16,Monday,XLG,DCA_Weekly,20.12,25.00,1.24232941,340.09323783,5275.00,6841.39,20.12
2019-09-23,Monday,XLG,DCA_Weekly,20.08,25.00,1.24504490,341.33828273,5300.00,6860.04,20.10
2019-09-30,Monday,XLG,DCA_Weekly,19.99,25.00,1.25064854,342.58893127,5325.00,6856.13,20.01
2019-10-07,Monday,XLG,DCA_Weekly,19.90,25.00,1.25622824,343.84515951,5350.00,6833.01,19.87
2019-10-14,Monday,XLG,DCA_Weekly,20.09,25.00,1.24444664,345.08960615,5375.00,6921.13,20.06
2019-10-21,Monday,XLG,DCA_Weekly,20.26,25.00,1.23394428,346.32355043,5400.00,7026.79,20.29
2019-10-28,Monday,XLG,DCA_Weekly,20.58,25.00,1.21501870,347.53856913,5425.00,7166.03,20.62
2019-11-04,Monday,XLG,DCA_Weekly,20.89,25.00,1.19658387,348.73515300,5450.00,7276.78,20.87
2019-11-11,Monday,XLG,DCA_Weekly,20.98,25.00,1.19165386,349.92680686,5475.00,7351.75,21.01
2019-11-18,Monday,XLG,DCA_Weekly,21.22,25.00,1.17801970,351.10482656,5500.00,7463.82,21.26
2019-11-25,Monday,XLG,DCA_Weekly,21.28,25.00,1.17487748,352.27970404,5525.00,7511.36,21.32
2019-12-02,Monday,XLG,DCA_Weekly,21.30,25.00,1.17359170,353.45329573,5550.00,7508.75,21.24
2019-12-09,Monday,XLG,DCA_Weekly,21.43,25.00,1.16642171,354.61971744,5575.00,7583.30,21.38
2019-12-16,Monday,XLG,DCA_Weekly,21.78,25.00,1.14809140,355.76780884,5600.00,7752.30,21.79
2019-12-23,Monday,XLG,DCA_Weekly,22.02,25.00,1.13523286,356.90304170,5625.00,7855.22,22.01
2019-12-30,Monday,XLG,DCA_Weekly,22.05,25.00,1.13374830,358.03678999,5650.00,7884.91,22.02
2020-01-06,Monday,XLG,DCA_Weekly,22.15,25.00,1.12873752,359.16552751,5675.00,8003.86,22.28
2020-01-13,Monday,XLG,DCA_Weekly,22.56,25.00,1.10831682,360.27384434,5700.00,8144.40,22.61
2020-01-21,Tuesday,XLG,DCA_Weekly,22.86,25.00,1.09380199,361.36764633,5725.00,8257.99,22.85
2020-01-27,Monday,XLG,DCA_Weekly,22.33,25.00,1.11971304,362.48735936,5750.00,8103.59,22.36
2020-02-03,Monday,XLG,DCA_Weekly,22.55,25.00,1.10877009,363.59612945,5775.00,8200.25,22.55
2020-02-10,Monday,XLG,DCA_Weekly,23.25,25.00,1.07535824,364.67148770,5800.00,8533.52,23.40
2020-02-18,Tuesday,XLG,DCA_Weekly,23.36,25.00,1.07011264,365.74160034,5825.00,8553.03,23.39
2020-02-24,Monday,XLG,DCA_Weekly,22.30,25.00,1.12093570,366.86253604,5850.00,8167.40,22.26
2020-03-02,Monday,XLG,DCA_Weekly,21.10,25.00,1.18469885,368.04723489,5875.00,7936.89,21.56
2020-03-09,Monday,XLG,DCA_Weekly,18.99,25.00,1.31659096,369.36382584,5900.00,7109.09,19.25
2020-03-16,Monday,XLG,DCA_Weekly,17.43,25.00,1.43451560,370.79834145,5925.00,6527.92,17.61
2020-03-23,Monday,XLG,DCA_Weekly,16.45,25.00,1.51966479,372.31800624,5950.00,6088.98,16.35
2020-03-30,Monday,XLG,DCA_Weekly,18.61,25.00,1.34363090,373.66163713,5975.00,7046.53,18.86
