Symbol,Date,Open,High,Low,Close,Volume,Year,Month,Week,Weekday,avg_daily_price,Previous_Close,Daily_Gain_Loss_Pct,Open_vs_PrevClose_Pct,Low_vs_PrevClose_Pct,Close_vs_PrevClose_Pct,mx_percent_decline,Shares_Purchased,Total_Value_Purchased,BOD99-1,BOD98-2,BOD97-3,BOD96-4,BOD95-5,BOD94-6,BOD93-7,BOD92-8,BOD91-9,BOD90-10,BOD89-11,BOD88-12,BOD87-13,BOD86-14,BOD85-15,BOD84-16,BOD82-18,BOD81-19,BOD80-20,Executed_Levels,BOD99-1_Executed,BOD98-2_Executed,BOD97-3_Executed,BOD96-4_Executed,BOD95-5_Executed,BOD94-6_Executed,BOD93-7_Executed,BOD92-8_Executed,BOD91-9_Executed,BOD90-10_Executed,BOD89-11_Executed,BOD88-12_Executed,BOD87-13_Executed,BOD86-14_Executed,BOD85-15_Executed,BOD84-16_Executed,BOD82-18_Executed,BOD81-19_Executed,BOD80-20_Executed
FBCG,2020-06-05 04:00:00+00:00,20.368885021724168,20.45874790379673,20.15920623318118,20.398839950561523,99500,2020,6,22,Friday,20.3464,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FBCG,2020-06-08 04:00:00+00:00,20.6384735565786,20.6384735565786,20.3289469113541,20.568580627441406,69600,2020,6,23,Monday,20.5436,20.398839950561523,0.83,1.17,-0.34,0.83,0.34,0,0.0,20.1949,19.9909,19.7869,19.5829,19.3789,19.1749,18.9709,18.7669,18.5629,18.359,18.155,17.951,17.747,17.543,17.339,17.135,16.727,16.5231,16.3191,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FBCG,2020-06-09 04:00:00+00:00,20.47871768825786,20.758291308459828,20.4188097355144,20.65844345092773,54000,2020,6,23,Tuesday,20.5786,20.568580627441406,0.44,-0.44,-0.73,0.44,0.73,0,0.0,20.3629,20.1572,19.9515,19.7458,19.5402,19.3345,19.1288,18.9231,18.7174,18.5117,18.306,18.1004,17.8947,17.689,17.4833,17.2776,16.8662,16.6606,16.4549,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FBCG,2020-06-10 04:00:00+00:00,21.966446642217623,21.966446642217623,20.718353083000714,20.977956771850582,116900,2020,6,23,Wednesday,21.4073,20.65844345092773,1.55,6.33,0.29,1.55,-0.29,0,0.0,20.4519,20.2453,20.0387,19.8321,19.6255,19.4189,19.2124,19.0058,18.7992,18.5926,18.386,18.1794,17.9728,17.7663,17.5597,17.3531,16.9399,16.7333,16.5268,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FBCG,2020-06-11 04:00:00+00:00,20.468731329897924,20.5486092296419,19.74284093978001,19.7697982788086,114700,2020,6,23,Thursday,20.1325,20.977956771850582,-5.76,-2.43,-5.89,-5.76,5.89,5,101.7431,20.7682,20.5584,20.3486,20.1388,19.9291,19.7193,19.5095,19.2997,19.0899,18.8802,18.6704,18.4606,18.2508,18.041,17.8313,17.6215,17.2019,16.9921,16.7824,"BOD99-1,BOD98-2,BOD97-3,BOD96-4,BOD95-5",True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FBCG,2020-06-12 04:00:00+00:00,20.36888530789384,20.36888530789384,19.610044239975103,19.96949577331543,35300,2020,6,23,Friday,20.0793,19.7697982788086,1.01,3.03,-0.81,1.01,0.81,0,0.0,19.5721,19.3744,19.1767,18.979,18.7813,18.5836,18.3859,18.1882,17.9905,17.7928,17.5951,17.3974,17.1997,17.002,16.8043,16.6066,16.2112,16.0135,15.8158,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FBCG,2020-06-15 04:00:00+00:00,19.76979987395692,20.3389320980481,19.620029037907447,20.244075775146484,39200,2020,6,24,Monday,19.9932,19.96949577331543,1.37,-1.0,-1.75,1.37,1.75,1,19.7698,19.7698,19.5701,19.3704,19.1707,18.971,18.7713,18.5716,18.3719,18.1722,17.9725,17.7729,17.5732,17.3735,17.1738,16.9741,16.7744,16.375,16.1753,15.9756,BOD99-1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FBCG,2020-06-16 04:00:00+00:00,22.675361072085657,22.675361072085657,20.48870270088604,20.598533630371094,92200,2020,6,24,Tuesday,21.6095,20.244075775146484,1.75,12.01,1.21,1.75,-1.21,0,0.0,20.0416,19.8392,19.6368,19.4343,19.2319,19.0294,18.827,18.6245,18.4221,18.2197,18.0172,17.8148,17.6123,17.4099,17.2075,17.005,16.6001,16.3977,16.1953,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FBCG,2020-06-17 04:00:00+00:00,20.75829123552837,20.888092116756425,20.658443378347084,20.768274307250977,68100,2020,6,24,Wednesday,20.7683,20.598533630371094,0.82,0.78,0.29,0.82,-0.29,0,0.0,20.3925,20.1866,19.9806,19.7746,19.5686,19.3626,19.1566,18.9507,18.7447,18.5387,18.3327,18.1267,17.9207,17.7147,17.5088,17.3028,16.8908,16.6848,16.4788,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FBCG,2020-06-18 04:00:00+00:00,20.81820106506348,20.81820106506348,20.7083682218174,20.81820106506348,37900,2020,6,24,Thursday,20.7907,20.768274307250977,0.24,0.24,-0.29,0.24,0.29,0,0.0,20.5606,20.3529,20.1452,19.9375,19.7299,19.5222,19.3145,19.1068,18.8991,18.6914,18.4838,18.2761,18.0684,17.8607,17.653,17.4454,17.03,16.8223,16.6146,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
