Symbol,Date,Open,High,Low,Close,Volume,Year,Month,Week,Weekday,avg_daily_price,Previous_Close,Daily_Gain_Loss_Pct,Open_vs_PrevClose_Pct,Low_vs_PrevClose_Pct,Close_vs_PrevClose_Pct,mx_percent_decline,Shares_Purchased,Total_Value_Purchased,BOD99-1,BOD98-2,BOD97-3,BOD96-4,BOD95-5,BOD94-6,BOD93-7,BOD92-8,BOD91-9,BOD90-10,BOD89-11,BOD88-12,BOD87-13,BOD86-14,BOD85-15,BOD84-16,BOD82-18,BOD81-19,BOD80-20,Executed_Levels,BOD99-1_Executed,BOD98-2_Executed,BOD97-3_Executed,BOD96-4_Executed,BOD95-5_Executed,BOD94-6_Executed,BOD93-7_Executed,BOD92-8_Executed,BOD91-9_Executed,BOD90-10_Executed,BOD89-11_Executed,BOD88-12_Executed,BOD87-13_Executed,BOD86-14_Executed,BOD85-15_Executed,BOD84-16_Executed,BOD82-18_Executed,BOD81-19_Executed,BOD80-20_Executed
SPLG,2005-11-15 05:00:00+00:00,9.86596461017784,9.876386642456056,9.82948849110379,9.876386642456056,36000,2005,11,46,Tuesday,9.8621,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SPLG,2005-11-16 05:00:00+00:00,9.7704339150482,9.812121391296388,9.7704339150482,9.812121391296388,80000,2005,11,46,Wednesday,9.7913,9.876386642456056,-0.65,-1.07,-1.07,-0.65,1.07,1,9.7776,9.7776,9.6789,9.5801,9.4813,9.3826,9.2838,9.185,9.0863,8.9875,8.8887,8.79,8.6912,8.5925,8.4937,8.3949,8.2962,8.0986,7.9999,7.9011,BOD99-1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SPLG,2005-11-17 05:00:00+00:00,9.812121391296388,9.812121391296388,9.812121391296388,9.812121391296388,0,2005,11,46,Thursday,9.8121,9.812121391296388,0.0,0.0,0.0,0.0,0.0,0,0.0,9.714,9.6159,9.5178,9.4196,9.3215,9.2234,9.1253,9.0272,8.929,8.8309,8.7328,8.6347,8.5365,8.4384,8.3403,8.2422,8.0459,7.9478,7.8497,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SPLG,2005-11-18 05:00:00+00:00,9.94239330291748,9.94239330291748,9.94239330291748,9.94239330291748,800,2005,11,46,Friday,9.9424,9.812121391296388,1.33,1.33,1.33,1.33,-1.33,0,0.0,9.714,9.6159,9.5178,9.4196,9.3215,9.2234,9.1253,9.0272,8.929,8.8309,8.7328,8.6347,8.5365,8.4384,8.3403,8.2422,8.0459,7.9478,7.8497,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SPLG,2005-11-21 05:00:00+00:00,9.926761763859547,9.982344627380373,9.926761763859547,9.982344627380373,8000,2005,11,47,Monday,9.9546,9.94239330291748,0.4,-0.16,-0.16,0.4,0.16,0,0.0,9.843,9.7435,9.6441,9.5447,9.4453,9.3458,9.2464,9.147,9.0476,8.9482,8.8487,8.7493,8.6499,8.5505,8.451,8.3516,8.1528,8.0533,7.9539,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SPLG,2005-11-22 05:00:00+00:00,10.006659956682329,10.01534465305549,10.006659956682329,10.0136079788208,8000,2005,11,47,Tuesday,10.0106,9.982344627380373,0.31,0.24,0.24,0.31,-0.24,0,0.0,9.8825,9.7827,9.6829,9.5831,9.4832,9.3834,9.2836,9.1838,9.0839,8.9841,8.8843,8.7845,8.6846,8.5848,8.485,8.3852,8.1855,8.0857,7.9859,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SPLG,2005-11-23 05:00:00+00:00,10.07440512900347,10.083089828491213,10.07440512900347,10.083089828491213,4400,2005,11,47,Wednesday,10.0787,10.0136079788208,0.69,0.61,0.61,0.69,-0.61,0,0.0,9.9135,9.8133,9.7132,9.6131,9.5129,9.4128,9.3127,9.2125,9.1124,9.0122,8.9121,8.812,8.7118,8.6117,8.5116,8.4114,8.2112,8.111,8.0109,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SPLG,2005-11-25 05:00:00+00:00,10.083089828491213,10.083089828491213,10.083089828491213,10.083089828491213,0,2005,11,47,Friday,10.0831,10.083089828491213,0.0,0.0,0.0,0.0,0.0,0,0.0,9.9823,9.8814,9.7806,9.6798,9.5789,9.4781,9.3773,9.2764,9.1756,9.0748,8.9739,8.8731,8.7723,8.6715,8.5706,8.4698,8.2681,8.1673,8.0665,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SPLG,2005-11-28 05:00:00+00:00,10.083089828491213,10.083089828491213,10.083089828491213,10.083089828491213,0,2005,11,48,Monday,10.0831,10.083089828491213,0.0,0.0,0.0,0.0,0.0,0,0.0,9.9823,9.8814,9.7806,9.6798,9.5789,9.4781,9.3773,9.2764,9.1756,9.0748,8.9739,8.8731,8.7723,8.6715,8.5706,8.4698,8.2681,8.1673,8.0665,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SPLG,2005-11-29 05:00:00+00:00,10.083089828491213,10.083089828491213,10.083089828491213,10.083089828491213,0,2005,11,48,Tuesday,10.0831,10.083089828491213,0.0,0.0,0.0,0.0,0.0,0,0.0,9.9823,9.8814,9.7806,9.6798,9.5789,9.4781,9.3773,9.2764,9.1756,9.0748,8.9739,8.8731,8.7723,8.6715,8.5706,8.4698,8.2681,8.1673,8.0665,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SPLG,2005-11-30 05:00:00+00:00,10.083089828491213,10.083089828491213,10.083089828491213,10.083089828491213,0,2005,11,48,Wednesday,10.0831,10.083089828491213,0.0,0.0,0.0,0.0,0.0,0,0.0,9.9823,9.8814,9.7806,9.6798,9.5789,9.4781,9.3773,9.2764,9.1756,9.0748,8.9739,8.8731,8.7723,8.6715,8.5706,8.4698,8.2681,8.1673,8.0665,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SPLG,2005-12-01 05:00:00+00:00,10.083089828491213,10.083089828491213,10.083089828491213,10.083089828491213,0,2005,12,48,Thursday,10.0831,10.083089828491213,0.0,0.0,0.0,0.0,0.0,0,0.0,9.9823,9.8814,9.7806,9.6798,9.5789,9.4781,9.3773,9.2764,9.1756,9.0748,8.9739,8.8731,8.7723,8.6715,8.5706,8.4698,8.2681,8.1673,8.0665,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SPLG,2005-12-02 05:00:00+00:00,10.083089828491213,10.083089828491213,10.083089828491213,10.083089828491213,0,2005,12,48,Friday,10.0831,10.083089828491213,0.0,0.0,0.0,0.0,0.0,0,0.0,9.9823,9.8814,9.7806,9.6798,9.5789,9.4781,9.3773,9.2764,9.1756,9.0748,8.9739,8.8731,8.7723,8.6715,8.5706,8.4698,8.2681,8.1673,8.0665,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SPLG,2005-12-05 05:00:00+00:00,10.083089828491213,10.083089828491213,10.083089828491213,10.083089828491213,0,2005,12,49,Monday,10.0831,10.083089828491213,0.0,0.0,0.0,0.0,0.0,0,0.0,9.9823,9.8814,9.7806,9.6798,9.5789,9.4781,9.3773,9.2764,9.1756,9.0748,8.9739,8.8731,8.7723,8.6715,8.5706,8.4698,8.2681,8.1673,8.0665,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SPLG,2005-12-06 05:00:00+00:00,10.083089828491213,10.083089828491213,10.083089828491213,10.083089828491213,0,2005,12,49,Tuesday,10.0831,10.083089828491213,0.0,0.0,0.0,0.0,0.0,0,0.0,9.9823,9.8814,9.7806,9.6798,9.5789,9.4781,9.3773,9.2764,9.1756,9.0748,8.9739,8.8731,8.7723,8.6715,8.5706,8.4698,8.2681,8.1673,8.0665,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SPLG,2005-12-07 05:00:00+00:00,10.083089828491213,10.083089828491213,10.083089828491213,10.083089828491213,0,2005,12,49,Wednesday,10.0831,10.083089828491213,0.0,0.0,0.0,0.0,0.0,0,0.0,9.9823,9.8814,9.7806,9.6798,9.5789,9.4781,9.3773,9.2764,9.1756,9.0748,8.9739,8.8731,8.7723,8.6715,8.5706,8.4698,8.2681,8.1673,8.0665,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SPLG,2005-12-08 05:00:00+00:00,10.072663603597428,10.09871768951416,10.072663603597428,10.09871768951416,4000,2005,12,49,Thursday,10.0857,10.083089828491213,0.15,-0.1,-0.1,0.15,0.1,0,0.0,9.9823,9.8814,9.7806,9.6798,9.5789,9.4781,9.3773,9.2764,9.1756,9.0748,8.9739,8.8731,8.7723,8.6715,8.5706,8.4698,8.2681,8.1673,8.0665,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
