Symbol,Date,Open,High,Low,Close,Volume,Year,Month,Week,Weekday,avg_daily_price,Previous_Close,Daily_Gain_Loss_Pct,Open_vs_PrevClose_Pct,Low_vs_PrevClose_Pct,Close_vs_PrevClose_Pct,mx_percent_decline,BOD99-1,BOD98-2,BOD97-3,BOD96-4,BOD95-5,BOD94-6,BOD93-7,BOD92-8,BOD91-9,BOD90-10,BOD89-11,BOD88-12,BOD87-13,BOD86-14,BOD85-15,BOD84-16,BOD82-18,BOD81-19,BOD80-20,BOD79-21,BOD78-22,BOD77-23,BOD76-24,BOD75-25,Shares_Purchased,Total_Value_Purchased,BOD99-1_Executed,BOD98-2_Executed,BOD97-3_Executed,BOD96-4_Executed,BOD95-5_Executed,BOD94-6_Executed,BOD93-7_Executed,BOD92-8_Executed,BOD91-9_Executed,BOD90-10_Executed,BOD89-11_Executed,BOD88-12_Executed,BOD87-13_Executed,BOD86-14_Executed,BOD85-15_Executed,BOD84-16_Executed,BOD82-18_Executed,BOD81-19_Executed,BOD80-20_Executed,BOD79-21_Executed,BOD78-22_Executed,BOD77-23_Executed,BOD76-24_Executed,BOD75-25_Executed
QQQ,2020-01-02 05:00:00+00:00,206.88195182101688,208.5802459716797,206.47668109608105,208.5802459716797,30969400,2020,1,1,Thursday,207.6298,205.15467834472656,1.67,0.84,0.64,1.67,-0.64,203.1031,201.0516,199.0,196.9485,194.8969,192.8454,190.7939,188.7423,186.6908,184.6392,182.5877,180.5361,178.4846,176.433,174.3815,172.3299,168.2268,166.1753,164.1237,162.0722,160.0206,157.9691,155.9176,153.866,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
QQQ,2020-01-03 05:00:00+00:00,205.8204693501885,207.9143748130637,205.80116654339983,206.6696014404297,27518900,2020,1,1,Friday,206.5514,208.5802459716797,-0.92,-1.32,-1.33,-0.92,1.33,206.4944,204.4086,202.3228,200.237,198.1512,196.0654,193.9796,191.8938,189.808,187.7222,185.6364,183.5506,181.4648,179.379,177.2932,175.2074,171.0358,168.95,166.8642,164.7784,162.6926,160.6068,158.521,156.4352,1,206.4944,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
QQQ,2020-01-06 05:00:00+00:00,205.04856943541915,208.0302133349257,204.79769178041784,208.0012664794922,21655300,2020,1,1,Monday,206.4694,206.6696014404297,0.64,-0.78,-0.91,0.64,0.91,204.6029,202.5362,200.4695,198.4028,196.3361,194.2694,192.2027,190.136,188.0693,186.0026,183.9359,181.8692,179.8026,177.7359,175.6692,173.6025,169.4691,167.4024,165.3357,163.269,161.2023,159.1356,157.0689,155.0022,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
QQQ,2020-01-07 05:00:00+00:00,208.0784639349501,208.5609311593145,207.316172198896,207.97232055664065,22139300,2020,1,1,Tuesday,207.982,208.0012664794922,-0.01,0.04,-0.33,-0.01,0.33,205.9213,203.8412,201.7612,199.6812,197.6012,195.5212,193.4412,191.3612,189.2812,187.2011,185.1211,183.0411,180.9611,178.8811,176.8011,174.7211,170.561,168.481,166.401,164.321,162.241,160.161,158.081,156.0009,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
QQQ,2020-01-08 05:00:00+00:00,207.94337126985312,210.49079759576423,207.61529709481653,209.53550720214844,26397300,2020,1,1,Wednesday,208.8962,207.97232055664065,0.75,-0.01,-0.17,0.75,0.17,205.8926,203.8129,201.7332,199.6534,197.5737,195.494,193.4143,191.3345,189.2548,187.1751,185.0954,183.0156,180.9359,178.8562,176.7765,174.6967,170.5373,168.4576,166.3779,164.2981,162.2184,160.1387,158.059,155.9792,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
QQQ,2020-01-09 05:00:00+00:00,211.262754970482,211.7162753487501,210.07588969641512,211.31100463867188,23547000,2020,1,1,Thursday,211.0915,209.53550720214844,0.85,0.82,0.26,0.85,-0.26,207.4402,205.3448,203.2494,201.1541,199.0587,196.9634,194.868,192.7727,190.6773,188.582,186.4866,184.3912,182.2959,180.2005,178.1052,176.0098,171.8191,169.7238,167.6284,165.5331,163.4377,161.3423,159.247,157.1516,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
QQQ,2020-01-10 05:00:00+00:00,212.1408344334532,212.1601225204312,210.3942907957239,210.77061462402344,21898500,2020,1,1,Friday,211.3665,211.31100463867188,-0.26,0.39,-0.43,-0.26,0.43,209.1979,207.0848,204.9717,202.8586,200.7455,198.6323,196.5192,194.4061,192.293,190.1799,188.0668,185.9537,183.8406,181.7275,179.6144,177.5012,173.275,171.1619,169.0488,166.9357,164.8226,162.7095,160.5964,158.4833,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
QQQ,2020-01-13 05:00:00+00:00,211.639051067274,213.23118684260552,211.3013181579712,213.2022399902344,22756900,2020,1,2,Monday,212.3434,210.77061462402344,1.15,0.41,0.25,1.15,-0.25,208.6629,206.5552,204.4475,202.3398,200.2321,198.1244,196.0167,193.909,191.8013,189.6936,187.5858,185.4781,183.3704,181.2627,179.155,177.0473,172.8319,170.7242,168.6165,166.5088,164.4011,162.2934,160.1857,158.078,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
QQQ,2020-01-14 05:00:00+00:00,213.09610728748868,213.45314302414909,212.03468829206147,212.36276245117188,24418100,2020,1,2,Tuesday,212.7367,213.2022399902344,-0.39,-0.05,-0.55,-0.39,0.55,211.0702,208.9382,206.8062,204.6742,202.5421,200.4101,198.2781,196.1461,194.014,191.882,189.75,187.618,185.4859,183.3539,181.2219,179.0899,174.8258,172.6938,170.5618,168.4298,166.2977,164.1657,162.0337,159.9017,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
QQQ,2020-01-15 05:00:00+00:00,212.47856233403385,213.4434967812581,211.75486149861567,212.4496154785156,25742100,2020,1,2,Wednesday,212.5316,212.36276245117188,0.04,0.05,-0.29,0.04,0.29,210.2391,208.1155,205.9919,203.8683,201.7446,199.621,197.4974,195.3737,193.2501,191.1265,189.0029,186.8792,184.7556,182.632,180.5083,178.3847,174.1375,172.0138,169.8902,167.7666,165.643,163.5193,161.3957,159.2721,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
